CounDist,BoroCD,AssemDist,the_geom,CongDist,StSenDist,SHELTER_ID,LOCATION,AT_BETWEEN,LONGITUDE,LATITUDE,AssetID,BoroCode,BoroName,Street,SegmentID,PhysicalID,NODEID,neighborhood,neighborhood_group
7,109,71,POINT (-73.94824599999998 40.82912300000004),13,30,MN01310,BROADWAY,W 149 ST,-73.948246,40.829122999999996,1764,1,Manhattan,BROADWAY,158998.0,2939,0,Harlem,Manhattan
3,104,75,POINT (-73.99745099999996 40.756691000000046),10,27,MN01311,10 AV,W 37 ST,-73.997451,40.756691,1765,1,Manhattan,10 AVENUE,33583.0,1272,0,Hell's Kitchen,Manhattan
10,112,72,POINT (-73.91762599999998 40.86899100000005),13,31,MN01313,BROADWAY,W 213 ST,-73.917626,40.868990999999994,1766,1,Manhattan,BROADWAY,72895.0,3062,44638,Inwood,Manhattan
8,111,68,POINT (-73.93861299999998 40.78819900000008),13,30,MN01315,E 105 ST,FDR DR,-73.938613,40.788199,1767,1,Manhattan,EAST 105 STREET,9000924.0,116531,9002915,East Harlem,Manhattan
7,109,71,POINT (-73.94548699999996 40.83251400000006),13,31,MN01316,W 155 ST,BROADWAY,-73.945487,40.832514,1768,1,Manhattan,WEST 155 STREET,173641.0,82992,0,Harlem,Manhattan
8,111,68,POINT (-73.93550699999997 40.80345700000004),13,30,MN01317,E 125 ST,3 AV,-73.935507,40.803457,1769,1,Manhattan,2 AVENUE LINE,304925.0,0,0,East Harlem,Manhattan
9,111,70,POINT (-73.93637399999994 40.81209000000007),13,30,MN01319,E 135 ST,MADISON AV,-73.936374,40.812090000000005,1770,1,Manhattan,EAST 135 STREET,219690.0,117593,78923,East Harlem,Manhattan
2,106,73,POINT (-73.97617399999996 40.745011000000034),12,28,MN0132,E 34 ST,2 AV,-73.976174,40.745011,1771,1,Manhattan,EAST 34 STREET,35742.0,4114,0,Murray Hill,Manhattan
10,112,72,POINT (-73.91302199999996 40.87220000000008),13,31,MN01320,BROADWAY,W 220 ST,-73.913022,40.8722,1772,1,Manhattan,BROADWAY,270739.0,155420,0,Inwood,Manhattan
9,111,70,POINT (-73.93668099999996 40.812470000000076),13,30,MN01321,E 135 ST,MADISON AV,-73.93668100000001,40.812470000000005,1773,1,Manhattan,EAST 135 STREET,219690.0,117593,0,East Harlem,Manhattan
5,108,68,POINT (-73.94906699999996 40.78496400000006),12,29,MN01322,E 96 ST,3 AV,-73.949067,40.784964,1774,1,Manhattan,2010 CB BOUNDARY,218148.0,0,0,Upper East Side,Manhattan
7,107,69,POINT (-73.96708699999994 40.80398000000008),10,31,MN01323,BROADWAY,W 110 ST,-73.967087,40.803979999999996,1775,1,Manhattan,BROADWAY,159134.0,2863,0,Upper West Side,Manhattan
9,110,70,POINT (-73.93932899999999 40.81646900000004),13,30,MN01325,MALCOLM X BLVD,W 139 ST,-73.939329,40.816469,1776,1,Manhattan,LENOX AVENUE,158569.0,19368,0,Harlem,Manhattan
9,110,70,POINT (-73.95777399999997 40.80388000000005),13,30,MN01327,MANHATTAN AV,W 114 ST,-73.957774,40.80388,1777,1,Manhattan,MANHATTAN AVENUE,38358.0,23329,24000,Harlem,Manhattan
4,108,68,POINT (-73.95428899999996 40.78689300000008),12,29,MN01328,MADISON AV,E 95 ST,-73.954289,40.786893,1778,1,Manhattan,MADISON AVENUE,37697.0,3523,0,Upper East Side,Manhattan
9,110,70,POINT (-73.94418999999994 40.809293000000025),13,30,MN01330,MALCOLM X BLVD,W 127 ST,-73.94419,40.809293,1779,1,Manhattan,LENOX AVENUE,158870.0,19343,0,Harlem,Manhattan
9,110,70,POINT (-73.94022599999994 40.815233000000035),13,30,MN01331,MALCOLM X BLVD,W 137 ST,-73.940226,40.815233,1780,1,Manhattan,LENOX AVENUE,159218.0,19370,0,Harlem,Manhattan
9,110,70,POINT (-73.94132799999994 40.813724000000036),13,30,MN01332,MALCOLM X BLVD,W 135 ST,-73.941328,40.813724,1781,1,Manhattan,LENOX AVENUE,159107.0,19372,0,Harlem,Manhattan
9,110,70,POINT (-73.95652399999994 40.80529500000006),13,30,MN01333,MANHATTAN AV,W 116 ST,-73.956524,40.805295,1782,1,Manhattan,MANHATTAN AVENUE,38471.0,23331,0,Harlem,Manhattan
8,111,68,POINT (-73.94691999999998 40.796970000000044),13,30,MN01334,MADISON AV,E 111 ST,-73.94691999999999,40.79697,1783,1,Manhattan,MADISON AVENUE,37970.0,3538,0,East Harlem,Manhattan
4,105,75,POINT (-73.97781199999997 40.763251000000025),12,28,MN01335,6 AV,W 55 ST,-73.977812,40.763251000000004,1784,1,Manhattan,AVENUE OF THE AMERICAS,35862.0,1032,0,Midtown,Manhattan
5,108,76,POINT (-73.95071099999996 40.77160800000007),12,28,MN01336,E 79 ST,YORK AV,-73.950711,40.771608,1785,1,Manhattan,EAST 79 STREET,37736.0,21788,0,Upper East Side,Manhattan
6,107,67,POINT (-73.98849899999993 40.77455900000007),10,31,MN01337,WEST END AV,W 64 ST,-73.988499,40.774559,1786,1,Manhattan,WEST END AVENUE,34342.0,2799,0,Upper West Side,Manhattan
8,111,68,POINT (-73.94029999999998 40.78891800000008),13,30,MN01338,E 105 ST,1 AV,-73.9403,40.788918,1787,1,Manhattan,EAST 105 STREET,9000895.0,28088,9002720,East Harlem,Manhattan
2,106,74,POINT (-73.98031299999997 40.73893000000004),12,28,MN0134,2 AV,E 25 ST,-73.980313,40.738929999999996,1788,1,Manhattan,2 AVENUE,33292.0,2221,0,Kips Bay,Manhattan
3,102,66,POINT (-74.00245299999995 40.72803300000004),10,26,MN01340,W HOUSTON ST,6 AV,-74.002453,40.728033,1789,1,Manhattan,WEST HOUSTON STREET,264227.0,149824,9036651,SoHo,Manhattan
1,103,65,POINT (-73.98883699999999 40.721817000000044),7,26,MN01342,ALLEN ST,STANTON ST,-73.988837,40.721817,1790,1,Manhattan,ALLEN STREET,9006472.0,67442,9000829,Lower East Side,Manhattan
7,109,70,POINT (-73.96173299999998 40.80568800000003),10,30,MN01343,AMSTERDAM AV,W 114 ST,-73.961733,40.805688,1791,1,Manhattan,AMSTERDAM AVENUE,38247.0,3834,0,Morningside Heights,Manhattan
1,101,66,POINT (-74.01142199999998 40.71883500000007),10,26,MN01344,HARRISON ST,WEST ST,-74.011422,40.718835,1792,1,Manhattan,HARRISON STREET,164122.0,89776,0,Tribeca,Manhattan
9,110,70,POINT (-73.94544699999994 40.81324900000004),13,30,MN01345,ADAM CLAYTON POWELL BLVD,W 132 ST,-73.945447,40.813249,1793,1,Manhattan,ADAM CLAYTON POWELL JR BOULEVARD,158665.0,19163,0,Harlem,Manhattan
8,111,68,POINT (-73.94041999999996 40.78989000000007),13,29,MN01347,E 106 ST,1 AV,-73.94041999999999,40.78989,1794,1,Manhattan,EAST 106 STREET,218491.0,116771,0,East Harlem,Manhattan
3,104,67,POINT (-73.98822799999994 40.768860000000075),10,27,MN01348,W 57 ST,10 AV,-73.988228,40.76886,1795,1,Manhattan,WEST 57 STREET,34116.0,79960,0,Hell's Kitchen,Manhattan
9,110,71,POINT (-73.94156499999997 40.823113000000035),13,30,MN01349,FREDERICK DOUGLASS BLVD,W 145 ST,-73.941565,40.823113,1796,1,Manhattan,FREDERICK DOUGLASS BOULEVARD,69148.0,19268,0,Harlem,Manhattan
2,106,74,POINT (-73.98123099999998 40.73764500000004),12,28,MN0135,2 AV,E 23 ST,-73.98123100000001,40.737645,1797,1,Manhattan,2 AVENUE,33280.0,2223,0,Gramercy,Manhattan
9,110,70,POINT (-73.94625099999996 40.81671000000006),13,30,MN01350,FREDERICK DOUGLASS BLVD,W 135 ST,-73.946251,40.81671,1798,1,Manhattan,FREDERICK DOUGLASS BOULEVARD,38869.0,19258,0,Harlem,Manhattan
4,106,74,POINT (-73.97149699999994 40.743611000000044),12,27,MN01351,FDR DR SRV RD,E 35 ST,-73.971497,40.743611,1799,1,Manhattan,EAST RIVER ESPLANADE,240408.0,131712,22630,Murray Hill,Manhattan
7,109,70,POINT (-73.95550499999996 40.81985000000003),13,31,MN01353,BROADWAY,W 135 ST,-73.955505,40.81985,1800,1,Manhattan,BROADWAY,9009785.0,2884,9001851,Harlem,Manhattan
7,109,70,POINT (-73.95396599999998 40.82195500000006),13,31,MN01354,BROADWAY,W 138 ST,-73.95396600000001,40.821954999999996,1801,1,Manhattan,BROADWAY,158996.0,2887,0,Harlem,Manhattan
9,110,70,POINT (-73.94264899999996 40.81707700000004),13,30,MN01355,ADAM CLAYTON POWELL BLVD,W 138 ST,-73.942649,40.817077000000005,1802,1,Manhattan,ALLEY,123243.0,106361,76793,Harlem,Manhattan
2,103,74,POINT (-73.97954899999996 40.72329300000007),12,26,MN01356,AV C,E 6 ST,-73.979549,40.723293,1803,1,Manhattan,AVENUE C,9000737.0,2098,9001247,East Village,Manhattan
6,107,67,POINT (-73.98685599999999 40.77895100000006),10,27,MN01358,W 70 ST,FREEDOM PL,-73.986856,40.778951,1804,1,Manhattan,WEST 70 STREET,34394.0,4140,0,Upper West Side,Manhattan
7,109,70,POINT (-73.95463299999994 40.820395000000076),13,31,MN01359,BROADWAY,W 135 ST,-73.954633,40.820395,1805,1,Manhattan,BROADWAY,159266.0,2954,0,Harlem,Manhattan
2,106,74,POINT (-73.98257099999995 40.73580400000003),12,28,MN0136,2 AV,E 20 ST,-73.982571,40.735803999999995,1806,1,Manhattan,2 AVENUE,33275.0,2226,0,Gramercy,Manhattan
7,109,70,POINT (-73.95469999999995 40.81982400000004),13,31,MN01360,W 135 ST,BROADWAY,-73.9547,40.819824,1807,1,Manhattan,WEST 135 STREET,166445.0,19594,0,Harlem,Manhattan
1,103,65,POINT (-73.98905999999994 40.722480000000076),7,26,MN01361,ALLEN ST,E HOUSTON ST,-73.98906,40.72248,1808,1,Manhattan,ALLEN STREET,9006468.0,67439,0,Lower East Side,Manhattan
4,106,74,POINT (-73.97386199999994 40.73078600000008),12,27,MN01364,AV C,FDR DR,-73.973862,40.730786,1809,1,Manhattan,AVENUE C,256922.0,160432,9034836,Stuyvesant Town,Manhattan
8,111,68,POINT (-73.95237799999995 40.78947400000004),13,30,MN01365,MADISON AV,E 99 ST,-73.952378,40.789474,1810,1,Manhattan,MADISON AVENUE,9006772.0,3527,9001906,East Harlem,Manhattan
1,103,65,POINT (-73.99744899999996 40.71336700000006),7,26,MN01366,EAST BROADWAY,CATHERINE ST,-73.997449,40.713367,1811,1,Manhattan,EAST BROADWAY,23788.0,69124,15613,Chinatown,Manhattan
5,108,73,POINT (-73.95525999999995 40.773528000000056),12,28,MN01368,E 79 ST,2 AV,-73.95526,40.773528000000006,1812,1,Manhattan,EAST 79 STREET,37629.0,21786,0,Upper East Side,Manhattan
10,112,72,POINT (-73.93058999999994 40.84832800000004),13,31,MN01369,AMSTERDAM AV,W 181 ST,-73.93059000000001,40.848328,1813,1,Manhattan,AMSTERDAM AVENUE,71353.0,3908,43735,Washington Heights,Manhattan
2,103,66,POINT (-73.98522799999995 40.732147000000055),12,27,MN0137,2 AV,E 14 ST,-73.985228,40.732147,1814,1,Manhattan,2 AVENUE,33118.0,2231,0,East Village,Manhattan
2,103,74,POINT (-73.98670799999996 40.72545100000008),12,27,MN01370,1 AV,E 4 ST,-73.986708,40.725451,1815,1,Manhattan,1 AVENUE,32901.0,2592,0,East Village,Manhattan
7,109,69,POINT (-73.95661299999995 40.81313700000004),13,30,MN01371,AMSTERDAM AV,W 125 ST,-73.956613,40.813137,1816,1,Manhattan,AMSTERDAM AVENUE,9000074.0,3843,9001845,Morningside Heights,Manhattan
7,109,69,POINT (-73.95750199999998 40.81142200000005),13,30,MN01372,AMSTERDAM AV,W 123 ST,-73.957502,40.811422,1817,1,Manhattan,AMSTERDAM AVENUE,9000062.0,3842,0,Morningside Heights,Manhattan
5,108,76,POINT (-73.95662599999997 40.76672600000006),12,28,MN01373,1 AV,E 70 ST,-73.956626,40.766726,1818,1,Manhattan,1 AVENUE,36662.0,2682,0,Upper East Side,Manhattan
3,102,66,POINT (-74.00745199999994 40.72800100000006),10,27,MN01374,KING ST,HUDSON ST,-74.007452,40.728001,1819,1,Manhattan,KING STREET,31915.0,79679,0,SoHo,Manhattan
9,111,68,POINT (-73.93916199999995 40.80214300000006),13,30,MN01375,LEXINGTON AV,E 122 ST,-73.939162,40.802143,1820,1,Manhattan,LEXINGTON AVENUE,69171.0,3432,0,East Harlem,Manhattan
4,108,76,POINT (-73.96032899999994 40.76952400000005),12,28,MN01376,E 72 ST,3 AV,-73.960329,40.769524,1821,1,Manhattan,EAST 72 STREET,36572.0,23273,0,Upper East Side,Manhattan
1,101,66,POINT (-74.00626799999998 40.716855000000066),10,26,MN01377,CHURCH ST,WORTH ST,-74.006268,40.716854999999995,1822,1,Manhattan,CHURCH STREET,31771.0,153,0,Tribeca,Manhattan
1,103,65,POINT (-73.98728499999999 40.71295800000007),7,26,MN01378,MADISON ST,CLINTON ST,-73.987285,40.712958,1823,1,Manhattan,MADISON STREET,9003290.0,122144,9000885,Lower East Side,Manhattan
2,103,74,POINT (-73.98460499999999 40.73208500000004),12,27,MN0138,E 14 ST,2 AV,-73.984605,40.732085,1824,1,Manhattan,EAST 14 STREET,294716.0,172329,0,East Village,Manhattan
2,103,66,POINT (-73.98760499999997 40.72888100000006),12,27,MN0139,2 AV,E 9 ST,-73.987605,40.728881,1825,1,Manhattan,2 AVENUE,32911.0,2236,0,East Village,Manhattan
1,101,66,POINT (-74.01393399999995 40.717414000000076),10,26,MN01396,NORTH END AV,CHAMBERS ST,-74.01393399999999,40.717414,1826,1,Manhattan,NORTH END AVENUE,31462.0,30828,0,Battery Park City,Manhattan
2,103,66,POINT (-73.98756399999996 40.733010000000036),12,27,MN0140,3 AV,E 14 ST,-73.987564,40.73301,1827,1,Manhattan,3 AVENUE,32950.0,3738,0,East Village,Manhattan
10,112,71,POINT (-73.94210999999996 40.84233800000004),13,31,MN01408,FT WASHINGTON AV,W 168 ST,-73.94211,40.842338,1828,1,Manhattan,FT WASHINGTON AVENUE,70721.0,28158,0,Washington Heights,Manhattan
7,112,71,POINT (-73.94076799999993 40.83075500000007),13,30,MN01426,W 155 ST,EDGECOMBE AV,-73.940768,40.830754999999996,1829,1,Manhattan,WEST 155 STREET,106931.0,82983,0,Washington Heights,Manhattan
7,112,71,POINT (-73.94047899999998 40.83083800000003),13,30,MN01428,EDGECOMBE AV,W 155 ST,-73.94047900000001,40.830838,1830,1,Manhattan,EDGECOMBE AVENUE,70644.0,81534,0,Washington Heights,Manhattan
6,107,69,POINT (-73.96791899999994 40.80280400000004),10,31,MN01429,BROADWAY,W 108 ST,-73.967919,40.802803999999995,1831,1,Manhattan,BROADWAY,166244.0,3074,78399,Upper West Side,Manhattan
7,109,70,POINT (-73.95590899999996 40.81365500000004),13,30,MN01430,AMSTERDAM AV,W 125 ST,-73.95590899999999,40.813655,1832,1,Manhattan,AMSTERDAM AVENUE,38512.0,3844,0,Harlem,Manhattan
5,108,76,POINT (-73.94781599999999 40.77111200000007),12,28,MN01434,E 80 ST,EAST END AV,-73.947816,40.771112,1833,1,Manhattan,EAST 80 STREET,37847.0,21713,0,Upper East Side,Manhattan
5,108,76,POINT (-73.94781599999999 40.774820000000034),12,28,MN01436,YORK AV,E 84 ST,-73.947816,40.77482,1834,1,Manhattan,YORK AVENUE,37861.0,19480,0,Upper East Side,Manhattan
1,103,65,POINT (-73.99268299999994 40.71272700000003),7,26,MN01447,PIKE ST,MADISON ST,-73.992683,40.712727,1835,1,Manhattan,PIKE STREET,24141.0,92185,0,Two Bridges,Manhattan
7,112,71,POINT (-73.94265999999999 40.83155000000005),13,30,MN01450,W 155 ST,AMSTERDAM AV,-73.94266,40.83155,1836,1,Manhattan,WEST 155 STREET,70639.0,82982,0,Washington Heights,Manhattan
1,103,65,POINT (-73.99244899999997 40.71425000000005),7,26,MN01451,PIKE ST,DIVISION ST,-73.992449,40.71425,1837,1,Manhattan,PIKE STREET,24153.0,16604,15819,Chinatown,Manhattan
2,106,73,POINT (-73.97858199999996 40.744875000000036),12,28,MN01455,3 AV,E 33 ST,-73.97858199999999,40.744875,1838,1,Manhattan,3 AVENUE,35736.0,3624,22465,Kips Bay,Manhattan
10,112,72,POINT (-73.92005699999999 40.867927000000066),13,31,MN01462,BROADWAY,ISHAM ST,-73.920057,40.867927,1839,1,Manhattan,BROADWAY,72754.0,3059,0,Inwood,Manhattan
4,105,75,POINT (-73.98040199999997 40.75972200000007),12,27,MN01463,6 AV,W 50 ST,-73.980402,40.759722,1840,1,Manhattan,AVENUE OF THE AMERICAS,34205.0,1026,21531,Midtown,Manhattan
4,105,73,POINT (-73.97201599999994 40.762035000000026),12,28,MN01467,E 57 ST,MADISON AV,-73.972016,40.762035,1841,1,Manhattan,EAST 57 STREET,165409.0,82175,0,Midtown,Manhattan
2,106,74,POINT (-73.98282799999998 40.73858400000006),12,28,MN0147,E 23 ST,3 AV,-73.982828,40.738584,1842,1,Manhattan,EAST 23 STREET,33173.0,4328,0,Gramercy,Manhattan
4,106,75,POINT (-73.98204699999997 40.748857000000044),12,28,MN01473,MADISON AV,E 36 ST,-73.982047,40.748857,1843,1,Manhattan,MADISON AVENUE,34144.0,3575,21508,Murray Hill,Manhattan
9,110,70,POINT (-73.94929499999995 40.802294000000074),13,30,MN01477,MALCOLM X BLVD,W 116 ST,-73.94929499999999,40.802294,1844,1,Manhattan,LENOX AVENUE,158612.0,19354,0,Harlem,Manhattan
9,110,71,POINT (-73.93597399999999 40.82556200000005),13,30,MN01478,ADAM CLAYTON POWELL BLVD,W 151 ST,-73.935974,40.825562,1845,1,Manhattan,DISTRICT BOUNDARY,8002038.0,0,9003276,Harlem,Manhattan
4,105,75,POINT (-73.98086299999994 40.75909200000007),12,27,MN01481,6 AV,W 49 ST,-73.980863,40.759091999999995,1846,1,Manhattan,AVENUE OF THE AMERICAS,34203.0,1025,21528,Midtown,Manhattan
1,101,65,POINT (-74.01610299999999 40.704984000000024),10,26,MN01482,BATTERY PL,WEST ST,-74.016103,40.704984,1847,1,Manhattan,BATTERY PLACE,236249.0,128490,9030927,Financial District,Manhattan
4,106,74,POINT (-73.96987799999994 40.748054000000025),12,28,MN01483,E 41 ST,1 AV,-73.96987800000001,40.748053999999996,1848,1,Manhattan,EAST 41 STREET,165434.0,82151,22650,Murray Hill,Manhattan
10,112,72,POINT (-73.91811799999994 40.86401200000006),13,31,MN01484,W 207 ST,10 AV,-73.918118,40.864012,1849,1,Manhattan,WEST 207 STREET,72875.0,26821,0,Inwood,Manhattan
10,112,72,POINT (-73.91815499999996 40.864032000000066),13,31,MN01485,W 207 ST,10 AV,-73.918155,40.864032,1850,1,Manhattan,WEST 207 STREET,72875.0,26821,0,Inwood,Manhattan
10,112,72,POINT (-73.91859899999997 40.86444000000006),13,31,MN01486,W 207 ST,10 AV,-73.918599,40.86444,1851,1,Manhattan,WEST 207 STREET,72875.0,26821,0,Inwood,Manhattan
10,112,72,POINT (-73.91863599999994 40.864464000000055),13,31,MN01487,W 207 ST,10 AV,-73.91863599999999,40.864464,1852,1,Manhattan,WEST 207 STREET,72875.0,26821,0,Inwood,Manhattan
9,110,70,POINT (-73.93927599999995 40.810666000000026),13,30,MN01488,5 AV,W 132 ST,-73.939276,40.810666,1853,1,Manhattan,5 AVENUE,69108.0,26904,0,Harlem,Manhattan
2,106,74,POINT (-73.98669699999994 40.73368100000005),12,27,MN01492,3 AV,E 14 ST,-73.98669699999999,40.733681,1854,1,Manhattan,3 AVENUE,32952.0,3737,0,Gramercy,Manhattan
2,103,66,POINT (-73.98973399999994 40.73381800000004),12,27,MN01493,4 AV,E 13 ST,-73.989734,40.733818,1855,1,Manhattan,4 AVENUE,32941.0,16521,0,East Village,Manhattan
7,112,71,POINT (-73.94371799999993 40.83882300000005),13,31,MN01494,FT WASHINGTON AV,W 164 ST,-73.943718,40.838823,1856,1,Manhattan,FT WASHINGTON AVENUE,9000095.0,28161,0,Washington Heights,Manhattan
4,105,75,POINT (-73.98408899999998 40.74929700000007),12,27,MN01495,5 Av,W 35 St,-73.984089,40.749297,1857,1,Manhattan,5 AVENUE,34037.0,1936,21449,Midtown,Manhattan
4,105,75,POINT (-73.98268899999994 40.75121800000005),12,27,MN01498,5 Av,W 38 St,-73.98268900000001,40.751218,1858,1,Manhattan,5 AVENUE,34157.0,1939,0,Midtown,Manhattan
4,105,75,POINT (-73.98247699999996 40.75143300000008),12,27,MN01499,5 Av,W 39 St,-73.982477,40.751433,1859,1,Manhattan,5 AVENUE,34157.0,1939,0,Midtown,Manhattan
2,106,74,POINT (-73.98005799999999 40.74283100000008),12,28,MN0150,3 AV,E 29 ST,-73.980058,40.742831,1860,1,Manhattan,3 AVENUE,33309.0,3722,0,Kips Bay,Manhattan
4,105,75,POINT (-73.98232099999996 40.75172300000003),12,27,MN01500,5 Av,W 39 St,-73.982321,40.751723,1861,1,Manhattan,WEST 39 STREET,34170.0,1797,21514,Midtown,Manhattan
4,105,75,POINT (-73.98025099999995 40.754563000000076),12,27,MN01503,5 Av,W 44 St,-73.980251,40.754563,1862,1,Manhattan,5 AVENUE,297432.0,173977,9046221,Midtown,Manhattan
4,105,75,POINT (-73.97811899999994 40.75747400000006),12,27,MN01504,5 Av,W 48 St,-73.97811899999999,40.757474,1863,1,Manhattan,5 AVENUE,35838.0,1949,22518,Midtown,Manhattan
4,105,75,POINT (-73.97763599999996 40.75814200000008),12,27,MN01506,5 Av,W 49 St,-73.977636,40.758142,1864,1,Manhattan,5 AVENUE,35840.0,1950,0,Midtown,Manhattan
4,105,75,POINT (-73.97657899999996 40.75958600000007),12,27,MN01512,5 Av,W 52 St,-73.976579,40.759586,1865,1,Manhattan,5 AVENUE,35846.0,1952,0,Midtown,Manhattan
4,105,75,POINT (-73.97614699999997 40.76018400000004),12,27,MN01514,5 Av,W 52 St,-73.976147,40.760184,1866,1,Manhattan,5 AVENUE,35854.0,1953,0,Midtown,Manhattan
4,105,75,POINT (-73.97537199999994 40.76126300000004),12,28,MN01515,5 Av,W 54 St,-73.975372,40.761263,1867,1,Manhattan,5 AVENUE,35994.0,1955,0,Midtown,Manhattan
4,105,75,POINT (-73.97384899999997 40.763348000000065),12,28,MN01519,5 Av,W 58 St,-73.973849,40.763348,1868,1,Manhattan,5 AVENUE,297454.0,173997,9046227,Midtown,Manhattan
2,106,73,POINT (-73.97843999999998 40.745956000000035),12,28,MN0153,E 34 ST,3 AV,-73.97844,40.745956,1869,1,Manhattan,EAST 34 STREET,34153.0,4116,0,Murray Hill,Manhattan
2,105,75,POINT (-73.98870699999998 40.741062000000056),12,28,MN01534,E 23 ST,BROADWAY,-73.98870699999999,40.741062,1870,1,Manhattan,EAST 23 STREET,106044.0,4338,0,Flatiron District,Manhattan
4,105,75,POINT (-73.97951999999998 40.755570000000034),12,27,MN01536,5 Av,W 45 St,-73.97952,40.75557,1871,1,Manhattan,5 AVENUE,297433.0,173978,21524,Midtown,Manhattan
4,105,75,POINT (-73.97928199999996 40.755899000000056),12,27,MN01537,5 Av,W 46 St,-73.979282,40.755899,1872,1,Manhattan,5 AVENUE,297434.0,173978,0,Midtown,Manhattan
4,106,73,POINT (-73.97636899999998 40.747903000000065),12,28,MN0154,3 AV,E 37 ST,-73.97636899999999,40.747903,1873,1,Manhattan,2000 CB BOUNDARY,222922.0,0,63392,Murray Hill,Manhattan
7,109,69,POINT (-73.95863399999996 40.81485800000007),13,30,MN01548,BROADWAY,TIEMANN PL,-73.958634,40.814858,1874,1,Manhattan,BROADWAY,9006381.0,117615,9001794,Morningside Heights,Manhattan
1,103,65,POINT (-73.99730499999998 40.712109000000055),7,26,MN01549,MADISON ST,CATHERINE ST,-73.99730500000001,40.712109000000005,1875,1,Manhattan,MADISON STREET,9006440.0,16584,9000621,Two Bridges,Manhattan
10,112,72,POINT (-73.92855299999997 40.864723000000026),13,31,MN01550,BROADWAY,ARDEN ST,-73.92855300000001,40.864723,1876,1,Manhattan,BROADWAY,72534.0,3052,0,Inwood,Manhattan
4,105,75,POINT (-73.98359799999997 40.76117500000004),12,27,MN01554,W 50 ST,7 AV,-73.983598,40.761175,1877,1,Manhattan,WEST 50 STREET,34094.0,80010,0,Theater District,Manhattan
4,106,73,POINT (-73.96808799999997 40.75923100000006),12,28,MN01559,3 AV,E 55 ST,-73.968088,40.759231,1878,1,Manhattan,3 AVENUE,36145.0,3647,0,Midtown,Manhattan
2,103,65,POINT (-73.98230399999994 40.71346200000005),7,26,MN01561,MADISON ST,JACKSON ST,-73.982304,40.713462,1879,1,Manhattan,MADISON STREET,9005825.0,114152,9001071,Lower East Side,Manhattan
9,111,70,POINT (-73.93625899999995 40.81444800000003),13,30,MN01562,5 AV,E 138 ST,-73.93625899999999,40.814448,1880,1,Manhattan,5 AVENUE,69234.0,26912,0,East Harlem,Manhattan
9,110,70,POINT (-73.95083799999998 40.81044300000008),13,30,MN01563,FREDERICK DOUGLASS BLVD,W 125 ST,-73.950838,40.810443,1881,1,Manhattan,FREDERICK DOUGLASS BOULEVARD,38637.0,19248,0,Harlem,Manhattan
2,106,74,POINT (-73.97382299999998 40.74380300000007),12,28,MN01564,E 34 ST,1 AV,-73.973823,40.743803,1882,1,Manhattan,EAST 34 STREET,35882.0,4109,0,Kips Bay,Manhattan
2,106,74,POINT (-73.97388499999994 40.744049000000075),12,28,MN01565,E 34 ST,1 AV,-73.973885,40.744049,1883,1,Manhattan,EAST 34 STREET,35882.0,4109,0,Murray Hill,Manhattan
3,102,66,POINT (-74.00886399999996 40.72591300000005),10,27,MN01570,SPRING ST,GREENWICH ST,-74.008864,40.725913,1885,1,Manhattan,2000 CB BOUNDARY,105039.0,0,63329,SoHo,Manhattan
7,109,69,POINT (-73.96136599999994 40.80201900000003),10,30,MN01571,W 110 ST,MORNINSIDE DR,-73.961366,40.802019,1886,1,Manhattan,CATHEDRAL PARKWAY,38332.0,23240,0,Morningside Heights,Manhattan
1,103,65,POINT (-73.98638899999997 40.71573200000006),12,26,MN01573,GRAND ST,CLINTON ST,-73.986389,40.715732,1887,1,Manhattan,GRAND STREET,32851.0,1685,0,Lower East Side,Manhattan
8,111,68,POINT (-73.94510499999996 40.787229000000025),13,29,MN01575,2 AV,E 100 ST,-73.945105,40.787228999999996,1888,1,Manhattan,2 AVENUE,9007025.0,2178,9002362,East Harlem,Manhattan
4,106,74,POINT (-73.98203499999994 40.731866000000025),12,27,MN01576,1 AV,E 15 ST,-73.982035,40.731866,1889,1,Manhattan,1 AVENUE,164496.0,0,20983,Stuyvesant Town,Manhattan
7,107,69,POINT (-73.96318299999996 40.79395900000003),10,30,MN01577,CENTRAL PARK WEST,W 100 ST,-73.963183,40.793959,1890,1,Manhattan,CENTRAL PARK WEST,9009550.0,3775,0,Upper West Side,Manhattan
7,109,70,POINT (-73.95116499999995 40.82055900000006),13,31,MN01578,AMSTERDAM AV,W 138 ST,-73.951165,40.820559,1891,1,Manhattan,AMSTERDAM AVENUE,38674.0,3853,0,Harlem,Manhattan
10,112,72,POINT (-73.94284799999997 40.840486000000055),13,31,MN01579,FT WASHINGTON AV,W 165 ST,-73.942848,40.840486,1892,1,Manhattan,FT WASHINGTON AVENUE,70705.0,28159,0,Washington Heights,Manhattan
4,106,73,POINT (-73.97315099999997 40.75233000000003),12,28,MN0158,3 AV,E 45 ST,-73.973151,40.75233,1893,1,Manhattan,3 AVENUE,35956.0,3636,0,Midtown,Manhattan
2,106,75,POINT (-73.98313599999994 40.73908000000006),12,28,MN01580,3 AV,E 23 ST,-73.983136,40.73908,1894,1,Manhattan,3 AVENUE,33172.0,3728,0,Kips Bay,Manhattan
