bizID,title,categories,priceRange,dollarPrice,rating,reviewCount,address,district,searchZipcode,exactZipcode,latitude,longitude,phone,img,neighborhood,neighborhood_group
olive-and-bettes-new-york,Olive & Bette’s,Women's Clothing;Accessories;Plus Size Fashion,Pricey,$$$,3,23,158 Spring St,SoHo,10014,10012,40.724305,-74.00176359999998,(646) 613-8772,https://s3-media4.fl.yelpcdn.com/bphoto/B6-CgW0ctlg-OeNy8j3xYQ/90s.jpg,SoHo,Manhattan
legacy-new-york,Legacy,Women's Clothing;Accessories,Pricey,$$$,5,7,109 Thompson St,South Village,10014,10012,40.7258755,-74.00202220000001,(212) 966-4827,https://s3-media1.fl.yelpcdn.com/bphoto/e525MD30Ak5fQlgmC__pMQ/90s.jpg,SoHo,Manhattan
bulletin-broads-nolita-new-york,Bulletin Broads Nolita,Accessories;Flowers & Gifts;Jewelry,Moderate,$$,4,13,27 Prince St,Nolita,10014,10012,40.7230533,-73.9945496,(646) 928-0213,https://s3-media2.fl.yelpcdn.com/bphoto/rzo6YnaOyF_1qZrRPsh8mw/90s.jpg,Nolita,Manhattan
savage-x-fenty-new-york,Savage X Fenty,Lingerie;Pop-up Shops,,,4,6,577 Broadway,SoHo,10014,10012,40.7248172,-73.9978925,,https://s3-media3.fl.yelpcdn.com/bphoto/DBJjH57aMhBUMBvc2UFYtA/90s.jpg,SoHo,Manhattan
village-gifts-nyc-new-york,Village Gifts NYC,Souvenir Shops;Tobacco Shops,Moderate,$$,5,3,175 Bleecker St,Greenwich Village,10014,10012,40.7290644,-74.0005869,(917) 675-7366,https://s3-media3.fl.yelpcdn.com/bphoto/rWUhAfZaP9Y_YLh0xViCqA/90s.jpg,Greenwich Village,Manhattan
stella-dallas-new-york,Stella Dallas,Used;Vintage & Consignment,Pricey,$$$,4,37,218 Thompson St,Greenwich Village,10014,10012,40.72899829999999,-73.9990837,(212) 674-0447,https://s3-media4.fl.yelpcdn.com/bphoto/PxmYeFsaePuS7m8qDvQbzA/90s.jpg,Greenwich Village,Manhattan
the-realreal-new-york,The RealReal,Women's Clothing;Used;Vintage & Consignment;Accessories,Pricey,$$$,3,77,80 Wooster St,SoHo,10014,10012,40.72368529999999,-74.00132140000002,(844) 600-7325,https://s3-media1.fl.yelpcdn.com/bphoto/ZGjBwcli2HoKkLwH7Z-gEA/ls.jpg,SoHo,Manhattan
land-of-buddha-new-york,Land of Buddha,Antiques;Home Decor,Moderate,$$,4,41,128 Macdougal St,Greenwich Village,10014,10012,40.7300774,-74.00024259999998,(646) 206-9466,https://s3-media2.fl.yelpcdn.com/bphoto/-vumBBeQIiU3kOCuWO8Xfw/ls.jpg,Greenwich Village,Manhattan
stance-new-york,Stance,Men's Clothing;Women's Clothing;Children's Clothing,Moderate,$$,4,15,510 Broadway,SoHo,10014,10012,40.72233320000001,-73.999003,(646) 257-3416,https://s3-media4.fl.yelpcdn.com/bphoto/IsXxmClyBvX1ivwv40iQFA/90s.jpg,SoHo,Manhattan
o-n-s-clothing-new-york-3,O.N.S Clothing,Men's Clothing;Accessories,Moderate,$$,4,17,71 Greene St,SoHo,10014,10012,40.7233087,-74.00080909999998,(212) 966-8869,https://s3-media3.fl.yelpcdn.com/bphoto/heAwhfBDq6S4RpHaOVbJMg/ls.jpg,SoHo,Manhattan
uniqlo-new-york-6,UNIQLO,Women's Clothing;Men's Clothing;Children's Clothing,Moderate,$$,4,1120,546 Broadway,SoHo,10014,10012,40.723521000171,-73.998206457137,(877) 486-4756,https://s3-media4.fl.yelpcdn.com/bphoto/yPRfT9o5MjLE0YMdDKkbDg/90s.jpg,SoHo,Manhattan
moschino-new-york-4,Moschino,Accessories;Men's Clothing;Women's Clothing,Pricey,$$$,5,5,73 Wooster St,SoHo,10014,10012,40.7238796,-74.0021478,(212) 226-8300,https://s3-media4.fl.yelpcdn.com/bphoto/Vs8p1hhkM-zrFoG-2Ra5Cw/ls.jpg,SoHo,Manhattan
kith-treats-new-york,KITH Treats,Ice Cream & Frozen Yogurt;Men's Clothing;Women's Clothing,Moderate,$$,4,194,337 Lafayette St,NoHo,10014,10012,40.7259952154677,-73.9944146834571,(646) 648-6285,https://s3-media4.fl.yelpcdn.com/bphoto/GdFQLJxAH5H4DZmTNGE4Rw/ls.jpg,NoHo,Manhattan
urban-outfitters-new-york,Urban Outfitters,Women's Clothing;Men's Clothing;Home Decor,Moderate,$$,3,68,628 Broadway,NoHo,10014,10012,40.726019,-73.996073,(212) 475-0009,https://s3-media3.fl.yelpcdn.com/bphoto/KmLyeR9ZrfEXasCiBKmFxw/ls.jpg,NoHo,Manhattan
united-by-blue-new-york,United By Blue,Women's Clothing;Men's Clothing;Outdoor Gear,Pricey,$$$,5,5,245 Elizabeth St,Nolita,10014,10012,40.7234077,-73.994085,(212) 226-4619,https://s3-media4.fl.yelpcdn.com/bphoto/svBJj71P7bihbSnIXAnOTA/ls.jpg,Nolita,Manhattan
the-phluid-project-new-york,The Phluid Project,Fashion,,,4,3,684 Broadway,NoHo,10014,10012,40.7278,-73.99432,(212) 655-0551,https://s3-media1.fl.yelpcdn.com/bphoto/AUFW1C_EL_t2kYeRjcp--g/ls.jpg,NoHo,Manhattan
lingo-new-york,Lingo,Women's Clothing;Accessories;Jewelry,Moderate,$$,5,17,229 Mott St,Nolita,10014,10012,40.7225823,-73.99529090000001,(212) 929-4676,https://s3-media3.fl.yelpcdn.com/bphoto/JjN4mJAsDTSmXh0v1MD4Cg/ls.jpg,Nolita,Manhattan
of-mercer-new-york,Of Mercer,Women's Clothing;Accessories,Moderate,$$,5,3,211 Elizabeth St,Nolita,10014,10012,40.7221334,-73.994428,(917) 261-2648,https://s3-media1.fl.yelpcdn.com/bphoto/DikxDamZaoyAFTZVcEnQ2w/90s.jpg,Nolita,Manhattan
samuji-new-york,Samuji,Women's Clothing;Home Decor,,,5,1,12 Prince St,Nolita,10014,10012,40.7225298,-73.9940745,(646) 495-6549,https://s3-media3.fl.yelpcdn.com/bphoto/7QQ7vhSkKxAqgHcmrfy4TQ/90s.jpg,Nolita,Manhattan
pinko-new-york,Pinko,Women's Clothing;Shoe Stores;Accessories,,,5,1,414-416 W Broadway,South Village,10014,10012,40.725066,-74.001861,(646) 948-1090,https://s3-media1.fl.yelpcdn.com/bphoto/gSj7jEhIxy0HUIqFz7kSwA/90s.jpg,SoHo,Manhattan
aeo-and-aerie-store-soho-new-york,AEO & Aerie Store SOHO,Personal Shopping;Women's Clothing,Moderate,$$,5,5,599 Broadway,SoHo,10014,10012,40.7253318,-73.9971578,(212) 219-4600,https://s3-media4.fl.yelpcdn.com/bphoto/CWkfKbgEc2baGYHhMffARg/90s.jpg,SoHo,Manhattan
warm-new-york,Warm,Women's Clothing,Pricey,$$$,4,9,181 Mott St,Little Italy,10014,10012,40.720695,-73.996105,(212) 925-1200,https://s3-media1.fl.yelpcdn.com/bphoto/6mn3bEZEOQ7Thmn9nbwxcQ/90s.jpg,Nolita,Manhattan
chanel-new-york,Chanel,Men's Clothing;Women's Clothing,Ultra High-End,$$$$,3,57,139 Spring St Frnt,SoHo,10014,10012,40.7242586,-74.0008358,(212) 334-0055,https://s3-media1.fl.yelpcdn.com/bphoto/Gvhlim8XlorYOGrXbrlogA/90s.jpg,SoHo,Manhattan
paracelso-new-york,Paracelso,Women's Clothing,Pricey,$$$,5,17,510 Broome St,South Village,10014,10012,40.7249250410328,-74.001784709787,(212) 966-4232,https://s3-media2.fl.yelpcdn.com/bphoto/ak_sBjlMQvG5CaXfEkzacw/90s.jpg,SoHo,Manhattan
mm-lafleur-new-york,MM.LaFleur,Women's Clothing;Accessories;Plus Size Fashion,Pricey,$$$,4,219,611 Broadway,Greenwich Village,10014,10012,40.7259118,-73.9969642,(212) 300-4592,https://s3-media3.fl.yelpcdn.com/bphoto/uNtqoL67EWdZ2pXxIhyLWA/90s.jpg,Greenwich Village,Manhattan
kikiriki-new-york,Kikiriki,Women's Clothing,,,5,1,676 Broadway,NoHo,10014,10012,40.7273591,-73.994686,(212) 253-2792,https://s3-media1.fl.yelpcdn.com/bphoto/gNWUTZ_4BHBhJjfn6RmEug/90s.jpg,NoHo,Manhattan
new-and-almost-new-new-york,New & Almost New,Used;Vintage & Consignment,Moderate,$$,4,17,171 Mott St,Little Italy,10014,10012,40.7199024,-73.9962943,(212) 226-6677,https://s3-media4.fl.yelpcdn.com/bphoto/AxGTDR0BCDBnV1o79pmRXg/90s.jpg,Little Italy,Manhattan
byredo-new-york,Byredo,Leather Goods;Accessories,Pricey,$$$,5,7,62 Wooster St,SoHo,10014,10012,40.7231723,-74.00170229999998,(212) 219-1584,https://s3-media4.fl.yelpcdn.com/bphoto/g4vQ_JlnGy7OY-G1MzKbSw/90s.jpg,SoHo,Manhattan
omg-the-jeans-store-new-york-5,OMG  The Jeans Store,Fashion,Inexpensive,$,4,9,,,10014,10012,40.7323195,-74.0002839,,https://s3-media3.fl.yelpcdn.com/bphoto/XctfwtW4K0JjoWW7H69RgQ/ls.jpg,Greenwich Village,Manhattan
deco-jewels-new-york,Deco Jewels,Antiques;Accessories,Pricey,$$$,5,3,131 Thompson St,South Village,10014,10012,40.7266686,-74.00152800000002,(212) 253-1222,https://s3-media2.fl.yelpcdn.com/bphoto/oA_TCrhSNiGsMGldih3M2g/ls.jpg,SoHo,Manhattan
the-evolution-store-new-york,The Evolution Store,Home Decor;Hobby Shops,Pricey,$$$,4,175,687 Broadway,Greenwich Village,10014,10012,40.7282448,-73.99502209999999,(212) 343-1114,https://s3-media2.fl.yelpcdn.com/bphoto/YMKsHX9IVduSX0P_ZJ5Aag/90s.jpg,Greenwich Village,Manhattan
roots-new-york-new-york,Roots - New York,Leather Goods;Men's Clothing;Women's Clothing,Moderate,$$,4,6,228 Elizabeth Street,Nolita,10014,10012,40.7229508,-73.9938955,,https://s3-media1.fl.yelpcdn.com/bphoto/QDTryc4tOCzVKnCEE5iGig/90s.jpg,Nolita,Manhattan
apc-new-york-4,APC,Men's Clothing;Women's Clothing,Pricey,$$$,4,94,131 Mercer St,SoHo,10014,10012,40.724358,-73.999098,(212) 966-9685,https://s3-media1.fl.yelpcdn.com/bphoto/7IOln8syb_g19QW8M8gf4g/90s.jpg,SoHo,Manhattan
universal-standard-new-york,Universal Standard,Women's Clothing;Plus Size Fashion,Pricey,$$$,5,22,65 Greene St,SoHo,10014,10012,40.7232119,-74.0011148,(646) 678-3058,https://s3-media2.fl.yelpcdn.com/bphoto/gOM1GnlOiNRUiPqydeHIwg/90s.jpg,SoHo,Manhattan
untuckit-soho,UNTUCKit,Men's Clothing;Women's Clothing;Plus Size Fashion,Moderate,$$,4,87,129 Prince St,SoHo,10014,10012,40.725716,-74.000117,(646) 455-0750,https://s3-media4.fl.yelpcdn.com/bphoto/DQ87YdUsIJ5TMUF60eCK0A/90s.jpg,SoHo,Manhattan
versace-new-york-2,Versace,Women's Clothing;Leather Goods;Men's Clothing,Ultra High-End,$$$$,5,8,160 Mercer St,SoHo,10014,10012,40.7251561,-73.99789240000001,(212) 966-8111,https://s3-media4.fl.yelpcdn.com/bphoto/RWMkZNmQk6rmVz5QTTtkTg/90s.jpg,SoHo,Manhattan
kotn-new-york,Kotn,Men's Clothing;Women's Clothing,,,4,2,112 Mercer St,SoHo,10014,10012,40.7235143,-73.999026,(646) 476-4188,https://s3-media4.fl.yelpcdn.com/bphoto/p8OgmcJ2KK9meO53wNtibA/90s.jpg,SoHo,Manhattan
articles-of-style-new-york,Articles of Style,Bespoke Clothing;Men's Clothing;Formal Wear,Moderate,$$,5,13,101 Thompson St,South Village,10014,10012,40.725685,-74.0022166,(646) 694-0344,https://s3-media4.fl.yelpcdn.com/bphoto/NJMXF9IDVqOkiUeNO3IlJg/90s.jpg,SoHo,Manhattan
eloqui-pop-up-new-york-2,Eloqui Pop Up,Women's Clothing;Accessories;Shoe Stores,,,-1,-1,120 Wooster St,SoHo,10014,10012,40.7250860746064,-74.0002285275606,(646) 868-0112,https://s3-media2.fl.yelpcdn.com/bphoto/fncSBiBFbDwKgP-FBXVHog/90s.jpg,SoHo,Manhattan
la-perla-new-york-2,La Perla,Lingerie;Women's Clothing;Swimwear,Ultra High-End,$$$$,4,16,434 W Broadway,South Village,10014,10012,40.7255169,-74.0014693,(212) 219-0999,https://s3-media4.fl.yelpcdn.com/bphoto/bn9RdOjng3RkxNgXL4kGDw/90s.jpg,SoHo,Manhattan
cover-up-new-york,Cover Up,Accessories,,,5,1,110 MacDougal St,Greenwich Village,10014,10012,40.7295117,-74.0006098,(212) 673-5757,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,Greenwich Village,Manhattan
billy-reid-new-york,Billy Reid,Men's Clothing;Women's Clothing;Accessories,Pricey,$$$,4,20,54 Bond St,NoHo,10014,10012,40.7259475,-73.9924179,(212) 598-9355,https://s3-media4.fl.yelpcdn.com/bphoto/ZwKOyPew6veRlOiTISD02g/ls.jpg,NoHo,Manhattan
thakoon-new-york,Thakoon,Women's Clothing,,,-1,-1,70 Wooster St,SoHo,10014,10012,40.725922632139394,-73.999628605305,(212) 966-1627,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,SoHo,Manhattan
y-3-new-york-new-york,Y-3 New York,Sports Wear;Men's Clothing;Women's Clothing,Pricey,$$$,3,17,92 Greene St,SoHo,10014,10012,40.7240227,-73.99985840000002,(212) 966-9833,https://s3-media3.fl.yelpcdn.com/bphoto/-ifU7IGRCF3Aiv90zaDkGg/ls.jpg,SoHo,Manhattan
ministry-of-supply-new-york-3,Ministry of Supply,Men's Clothing;Women's Clothing,,,4,3,268 Elizabeth St,Nolita,10014,10012,40.7241321,-73.9935801,(917) 261-6958,https://s3-media3.fl.yelpcdn.com/bphoto/X5OFLdaqH9ZyyBoEIvrxJQ/ls.jpg,Nolita,Manhattan
santimetre-studio-new-york,Santimetre Studio,Arts & Crafts;Home Decor,,,5,2,105 Thompson St,South Village,10014,10012,40.72574270000001,-74.00207890000001,(646) 508-8756,https://s3-media1.fl.yelpcdn.com/bphoto/NkBwTVzwsQZBODWXbhzcnQ/ls.jpg,SoHo,Manhattan
curated-basics-new-york,Curated Basics,Men's Clothing;Leather Goods;Accessories,,,-1,-1,SoHo,568 Broadway,10014,10012,40.724432,-73.997328,,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,SoHo,Manhattan
mejuri-new-york,Mejuri,Jewelry,,,5,3,43 Spring St,Nolita,10014,10012,40.7220259,-73.9960189,,https://s3-media1.fl.yelpcdn.com/bphoto/aSV4fwrlgx3NmtCfOciY2g/90s.jpg,Nolita,Manhattan
m0851-new-york-2,M0851,Leather Goods;Accessories,Pricey,$$$,4,19,415 W Broadway St,SoHo,10014,10012,40.7247812,-74.0014132,(212) 431-3069,https://s3-media4.fl.yelpcdn.com/bphoto/iwzLm0bKEJpOcVcRmD0UVg/90s.jpg,SoHo,Manhattan
gucci-wooster-bookstore-new-york,Gucci Wooster Bookstore,Women's Clothing;Men's Clothing,,,-1,-1,375 W Broadway,SoHo,10014,10012,40.723589,-74.0025485,(212) 710-8980,https://s3-media3.fl.yelpcdn.com/bphoto/rYKFTshjzF9lBu8Ie6wZAg/90s.jpg,SoHo,Manhattan
sullivan-and-bleecker-hat-stand-new-york,Sullivan & Bleecker Hat Stand,Hats;Accessories,Moderate,$$,5,1,208 Sullivan St,Greenwich Village,10014,10012,40.729192,-74.000276,,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png,Greenwich Village,Manhattan
halston-heritage-new-york-3,Halston Heritage,Accessories;Women's Clothing,Pricey,$$$,4,9,59 Greene St,SoHo,10014,10012,40.7230555,-74.00115090000001,(646) 396-5418,https://s3-media3.fl.yelpcdn.com/bphoto/AhyM_AE5vuZC7ZeggXVEmA/90s.jpg,SoHo,Manhattan
thomas-sires-manhattan,Thomas Sires,Women's Clothing;Accessories;Home Decor,Pricey,$$$,4,5,243 Elizabeth St,Nolita,10014,10012,40.7233724,-73.9941408,(646) 692-4472,https://s3-media2.fl.yelpcdn.com/bphoto/h7l0CDXnUSilv-z2_ggHQg/90s.jpg,Nolita,Manhattan
descendant-of-thieves-new-york,Descendant of Thieves,Men's Clothing,,,-1,-1,203 Bleecker St,Greenwich Village,10014,10012,40.7296952,-74.00158370000003,(917) 720-7904,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png,Greenwich Village,Manhattan
porsche-design-new-york-3,Porsche Design,Accessories;Leather Goods;Men's Clothing,Ultra High-End,$$$$,3,5,465 W Broadway,South Village,10014,10012,40.725551325924286,-74.0075755119324,(212) 475-0747,https://s3-media3.fl.yelpcdn.com/bphoto/od29aIruzd8ca6JTCkUU8A/90s.jpg,SoHo,Manhattan
a-second-chance-designer-resale-boutique-new-york-2,A Second Chance Designer Resale Boutique,Used;Vintage & Consignment;Accessories;Women's Clothing,Pricey,$$$,3,21,155 Prince St,South Village,10014,10012,40.725814593104296,-74.0010645404755,(347) 756-5737,https://s3-media3.fl.yelpcdn.com/bphoto/heb0c1m6LWWe0h4AUs6XKg/90s.jpg,SoHo,Manhattan
ulla-johnson-new-york,Ulla Johnson,Women's Clothing;Accessories,,,5,1,15 Bleecker St,NoHo,10014,10012,40.72561870000001,-73.99303470000002,(212) 965-0144,https://s3-media2.fl.yelpcdn.com/bphoto/KrrFtGaEWu7Ubdm9Np0emg/90s.jpg,NoHo,Manhattan
aglit-italy-new-york,Aglit Italy,Accessories,,,5,1,248 Mott St,NoHo,10014,10012,40.727347,-73.99427800000002,(212) 729-1894,https://s3-media2.fl.yelpcdn.com/bphoto/24nGIOAXVaCUnqG2bilwug/90s.jpg,NoHo,Manhattan
wildfang-new-york-5,Wildfang,Women's Clothing,,,4,4,252 Lafayette St,SoHo,10014,10012,40.72323220000001,-73.99712070000002,(646) 858-0558,https://s3-media4.fl.yelpcdn.com/bphoto/Fp_dtvIJNavDP2XEuYzBRA/90s.jpg,SoHo,Manhattan
nest-robe-new-york,nest Robe,Women's Clothing;Men's Clothing,,,5,1,Nolita,252 Elizabeth St,10014,10012,40.723624,-73.993635,,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,Nolita,Manhattan
archerie-new-york,Archerie,Women's Clothing,Pricey,$$$,3,2,98 Thompson St,South Village,10014,10012,40.725369,-74.00189300000002,(212) 706-2088,https://s3-media2.fl.yelpcdn.com/bphoto/afFrCDP7L4PjRw9TQ_N9eA/ls.jpg,SoHo,Manhattan
alberta-ferretti-new-york-2,Alberta Ferretti,Women's Clothing,Pricey,$$$,4,4,452 W Broadway,South Village,10014,10012,40.726082,-74.0009312,(212) 460-5500,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,SoHo,Manhattan
mansur-gavriel-new-york,Mansur Gavriel,Leather Goods;Accessories;Shoe Stores,Ultra High-End,$$$$,2,5,134 Wooster St,SoHo,10014,10012,40.7255844,-73.9995998,(212) 477-4093,https://s3-media2.fl.yelpcdn.com/bphoto/K3Nd6P9FDm83WyWr-TPy4Q/90s.jpg,SoHo,Manhattan
bond-07-new-york,Bond 07,Accessories;Eyewear & Opticians,Ultra High-End,$$$$,4,5,7 Bond St Frnt,SoHo,10014,10012,40.72618552360061,-73.9984130859375,(212) 677-8487,https://s3-media4.fl.yelpcdn.com/bphoto/aOgCtzngMM2oFwYDBDBWeQ/90s.jpg,Greenwich Village,Manhattan
3-1-phillip-lim-new-york-3,3.1 Phillip Lim,Women's Clothing;Men's Clothing;Accessories,Pricey,$$$,4,20,48 Great Jones St,NoHo,10014,10012,40.7267087597838,-73.9924728872497,(212) 334-1160,https://s3-media4.fl.yelpcdn.com/bphoto/XfbjYRnpZr0Uf_uB4vAGHA/90s.jpg,NoHo,Manhattan
unis-new-york,Unis,Men's Clothing;Accessories,Pricey,$$$,4,11,226 Elizabeth St,Nolita,10014,10012,40.722861,-73.993923,(212) 431-5533,https://s3-media2.fl.yelpcdn.com/bphoto/i9ap5tnNvu-u9aHbNkndBw/90s.jpg,Nolita,Manhattan
peter-hermann-new-york,Peter Hermann,Leather Goods;Accessories,Pricey,$$$,4,15,118 Thompson St,South Village,10014,10012,40.7258859,-74.00158420000002,(212) 966-9050,https://s3-media2.fl.yelpcdn.com/bphoto/TFBz-GBp71kDBRXuIhXPEw/90s.jpg,SoHo,Manhattan
the-new-york-look-new-york,The New York Look,Women's Clothing,Ultra High-End,$$$$,3,7,468 W Broadway,South Village,10014,10012,40.7265901,-74.00056790000002,(212) 598-9988,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,SoHo,Manhattan
pamela-barsky-new-york,Pamela Barsky,Accessories,Inexpensive,$,2,7,106 Macdougal St,Greenwich Village,10014,10012,40.7293978,-74.0007114,(310) 467-5551,https://s3-media3.fl.yelpcdn.com/bphoto/23tRA8An_eBhwiAyNLXL3g/ls.jpg,Greenwich Village,Manhattan
bankelok-new-york-2,Bankelok,Accessories;Jewelry;Women's Clothing,,,5,1,120 Thompson St,South Village,10014,10012,40.725970200000006,-74.0015764,,https://s3-media4.fl.yelpcdn.com/bphoto/rY3K8HvvUJN-6_TqDAga2w/90s.jpg,SoHo,Manhattan
laila-rowe-new-york,Laila Rowe,Jewelry;Fashion,Inexpensive,$,5,1,199 Prince St,South Village,10014,10012,40.7268765,-74.00272220000002,(212) 473-9703,https://s3-media4.fl.yelpcdn.com/bphoto/VWsDLikNYRZgPHgZ1zIwZg/90s.jpg,SoHo,Manhattan
proenza-schouler-new-york-2,Proenza Schouler,Accessories;Women's Clothing,Pricey,$$$,3,7,121 Greene St,SoHo,10014,10012,40.7253968,-73.99924990000002,(212) 420-7300,https://s3-media4.fl.yelpcdn.com/bphoto/wIfZuUSUW9hg2Uxtm90a_Q/90s.jpg,SoHo,Manhattan
joie-new-york-3,Joie,Women's Clothing,Pricey,$$$,4,3,114 Wooster St,SoHo,10014,10012,40.7248934,-74.0005127,(646) 284-9081,https://s3-media1.fl.yelpcdn.com/bphoto/sh8ANjopWZV9hUL9BXwlIA/90s.jpg,SoHo,Manhattan
repetto-new-york,Repetto,Shoe Stores;Accessories;Women's Clothing,Moderate,$$,3,7,400 W Broadway,South Village,10014,10012,40.724399700000006,-74.0023429,(917) 999-0501,https://s3-media4.fl.yelpcdn.com/bphoto/72TaWiI0_dOjoz3Psg63lQ/90s.jpg,SoHo,Manhattan
josie-natori-boutique-new-york,Josie Natori Boutique,Women's Clothing;Lingerie;Accessories,Pricey,$$$,5,3,253 Elizabeth St,Nolita,10014,10012,40.7236212,-73.99394029999998,(646) 684-4934,https://s3-media2.fl.yelpcdn.com/bphoto/WjuH_30al4ze_aVyTD2TSA/90s.jpg,Nolita,Manhattan
rains-new-york-3,Rains,Women's Clothing;Accessories;Men's Clothing,Pricey,$$$,3,2,292 Lafayette St,SoHo,10014,10012,40.72464229999999,-73.9960877,(332) 999-0048,https://s3-media2.fl.yelpcdn.com/bphoto/oaRG2DfvWJVTC3uGuAElEQ/90s.jpg,SoHo,Manhattan
village-tannery-new-york-2,Village Tannery,Leather Goods,Pricey,$$$,4,62,173 Bleecker St,Greenwich Village,10014,10012,40.72912700000001,-74.000496,(212) 673-5444,https://s3-media2.fl.yelpcdn.com/bphoto/EVNAhy9XOQ0icV5XbDLchQ/90s.jpg,Greenwich Village,Manhattan
tibi-new-york-2,Tibi,Women's Clothing;Accessories;Shoe Stores,Pricey,$$$,3,11,120 Wooster St,SoHo,10014,10012,40.7250607,-74.00012779999999,(212) 226-5852,https://s3-media2.fl.yelpcdn.com/bphoto/Z3tMwY608MO05qcDT1pOYg/90s.jpg,SoHo,Manhattan
alpana-bawa-new-york-3,Alpana Bawa,Accessories;Men's Clothing;Women's Clothing,Pricey,$$$,5,2,167 Elizabeth St,Nolita,10014,10012,40.720976,-73.99501740000002,(212) 965-0559,https://s3-media2.fl.yelpcdn.com/bphoto/IgYJ9y59ErGvlB9MksKCqA/90s.jpg,Nolita,Manhattan
il-bisonte-new-york,Il Bisonte,Leather Goods;Jewelry;Accessories,Pricey,$$$,4,7,120 Sullivan St,South Village,10014,10012,40.7263103,-74.00281340000002,(212) 966-8773,https://s3-media3.fl.yelpcdn.com/bphoto/CKXwCA4tSVVFtE-WOVTiVg/90s.jpg,SoHo,Manhattan
corridor-store-new-york,Corridor Store,Men's Clothing;Accessories;Women's Clothing,,,5,1,209 Mott St,Nolita,10014,10012,40.7217809,-73.99553509999998,(973) 221-3167,https://s3-media2.fl.yelpcdn.com/bphoto/yWUTNCCVJeOh4L0QHy5dtQ/90s.jpg,Nolita,Manhattan
clementine-consignment-new-york,Clementine Consignment,Used;Vintage & Consignment;Maternity Wear,Moderate,$$,3,38,39 1/2 Washington Sq S,Greenwich Village,10014,10012,40.731154619645,-73.9998814481323,(212) 228-9333,https://s3-media1.fl.yelpcdn.com/bphoto/n7uIZW52JWEQcERrhw0oQw/90s.jpg,Greenwich Village,Manhattan
oroboro-new-york,Oroboro,Women's Clothing;Accessories;Home Decor,Ultra High-End,$$$$,3,9,217 Mott St,Nolita,10014,10012,40.72216020000001,-73.9954397,(718) 388-4884,https://s3-media4.fl.yelpcdn.com/bphoto/N_7xS4U110ujrrCyWE5Zdg/90s.jpg,Nolita,Manhattan
chcm-manhattan,C’H’C’M’,Men's Clothing;Accessories;Shoe Stores,Ultra High-End,$$$$,4,3,2 Bond St,NoHo,10014,10012,40.7270258,-73.99456070000002,(646) 820-9243,https://s3-media2.fl.yelpcdn.com/bphoto/4C3-U_PZTTJVhcQMkfhvvg/ls.jpg,NoHo,Manhattan
fun-socks-new-york-3,Fun Socks,Accessories,,,5,1,436 W Broadway,SoHo,10014,10012,40.7251766201512,-74.0013354577942,(212) 966-9696,https://s3-media3.fl.yelpcdn.com/bphoto/UvD9BLqnHfCsWuA7on0pxA/ls.jpg,SoHo,Manhattan
balenciaga-men-new-york,Balenciaga - Men,Accessories;Men's Clothing;Women's Clothing,Ultra High-End,$$$$,3,6,149 Mercer St,SoHo,10014,10012,40.725054,-73.998554,(212) 226-2052,https://s3-media3.fl.yelpcdn.com/bphoto/xLecv1b0VY9JTZdsTI_e-Q/ls.jpg,SoHo,Manhattan
global-table-new-york,Global Table,Home Decor;Gift Shops;Candle Stores,Moderate,$$,4,13,107 Sullivan St,South Village,10014,10012,40.7257501,-74.0026757,(212) 431-5839,https://s3-media3.fl.yelpcdn.com/bphoto/kGzxx4cpXCeQg8r4NMvgzg/90s.jpg,SoHo,Manhattan
schott-nyc-new-york,Schott NYC,Leather Goods;Men's Clothing;Women's Clothing,Pricey,$$$,4,26,236 Elizabeth St,Nolita,10014,10012,40.7231531311847,-73.9939205771393,(212) 219-1636,https://s3-media3.fl.yelpcdn.com/bphoto/QPjy6rkZ1rU6LqqihtFyRw/90s.jpg,Nolita,Manhattan
ag-jeans-new-york-3,AG Jeans,Men's Clothing;Women's Clothing,Pricey,$$$,4,33,113 Greene St,SoHo,10014,10012,40.7248192744185,-73.9996687058349,(212) 680-0581,https://s3-media4.fl.yelpcdn.com/bphoto/BQJJmB1JOYB4UDaTL_cTHA/ls.jpg,SoHo,Manhattan
