bizID,title,categories,priceRange,dollarPrice,rating,reviewCount,address,district,searchZipcode,exactZipcode,latitude,longitude,phone,img
clinton-variety-new-york,Clinton Variety,Home Decor,,,3,2,187 Clinton St,Lower East Side,10002,10002,40.7153595,-73.98728220000001,(212) 353-9380,https://s3-media3.fl.yelpcdn.com/bphoto/3w3OqhbV0oeqHkS7vUIilg/ls.jpg
miguel-abreu-gallery-new-york-2,Miguel Abreu Gallery,Art Galleries,,,3,2,88 Eldridge St,Lower East Side,10002,10002,40.7172002,-73.99216240000001,(212) 995-1774,https://s3-media1.fl.yelpcdn.com/bphoto/lU88gtaNKQKIO_VCo2PYDQ/ls.jpg
house-of-savoia-new-york,House Of Savoia,Men's Clothing,Pricey,$$$,-1,-1,147 Essex St,Lower East Side,10002,10002,40.7206537,-73.98743929999999,(212) 677-6979,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png
ny-wax-boutique-manhattan,NY Wax Boutique,Home Decor;Accessories,,,-1,-1,145 Orchard St,Lower East Side,10002,10002,40.7205211,-73.98920490000002,(212) 677-2525,https://s3-media4.fl.yelpcdn.com/bphoto/cZTTGUDfHEkqH1Ow45U7KA/ls.jpg
lazy-susan-gallery-new-york-2,Lazy Susan Gallery,Art Galleries,,,5,1,191 Henry St,Lower East Side,10002,10002,40.713655317345,-73.9878162486582,(646) 736-2457,https://s3-media1.fl.yelpcdn.com/bphoto/DMYQj2oJyDA-yuTD7GOkKQ/ls.jpg
cohen-and-goldman-new-york,Cohen & Goldman,Accessories;Women's Clothing,,,-1,-1,332 Grand St,Lower East Side,10002,10002,40.7171631,-73.9900949,(212) 780-0494,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png
world-new-york,World,Men's Clothing,Pricey,$$$,4,1,187 Chrystie St,Lower East Side,10002,10002,40.7218009,-73.9922542,(212) 677-4296,https://s3-media3.fl.yelpcdn.com/bphoto/hLxSsO01FUDQYu0T4UC3kQ/ls.jpg
lolli-by-reincarnation-new-york,Lolli by Reincarnation,Women's Clothing;Leather Goods;Accessories,Pricey,$$$,2,10,85 Stanton St,Lower East Side,10002,10002,40.721416,-73.98877,(212) 529-2030,https://s3-media4.fl.yelpcdn.com/bphoto/X09cItkfeP86MQYpaaQRpg/ls.jpg
katz-furniture-new-york,Katz Furniture,Furniture Stores,Pricey,$$$,4,9,20 Orchard St,Chinatown,10002,10002,40.7152563,-73.9914222,(212) 677-8528,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png
darucci-leather-new-york,DaRucci Leather,Leather Goods,Ultra High-End,$$$$,5,1,145 Orchard St,Lower East Side,10002,10002,40.720556045714204,-73.9892509952188,(917) 639-3696,https://s3-media2.fl.yelpcdn.com/bphoto/X8YWi6qteCyTYeLow9hFgw/ls.jpg
max-a-maxim-new-york,MAX A MAXIM,Women's Clothing;Men's Clothing,,,-1,-1,79 Delancey St,Lower East Side,10002,10002,40.7188662,-73.99014509999999,(973) 934-5657,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png
the-styleliner-new-york-city,The Styleliner,Jewelry;Women's Clothing,,,-1,-1,20 Clinton St,Lower East Side,10002,10002,40.720696000000004,-73.98405890000001,(917) 848-6385,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png
js-discount-new-york,Js Discount,Discount Store,Inexpensive,$,4,4,113 Eldridge St Frnt 1,Lower East Side,10002,10002,40.718344289467204,-73.99201418596391,(212) 966-8728,https://s3-media3.fl.yelpcdn.com/bphoto/BxiJ8I03cO93auISMRVPqw/90s.jpg
colfax-and-bale-manhattan,Colfax & Bale,Shoe Stores;Men's Clothing,,,-1,-1,174 Ludlow St,Lower East Side,10002,10002,40.721619,-73.9874335,(212) 466-6966,https://s3-media1.fl.yelpcdn.com/bphoto/UVbTjEn15JwbIxv7Ep5ZrQ/90s.jpg
2-bridges-music-arts-new-york,2 Bridges Music Arts,Bookstores;Vinyl Records,,,5,2,75 E Broadway,Chinatown,10002,10002,40.71399812066829,-73.9943948232725,(212) 796-2184,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
pecton-apparel-new-york,Pecton Apparel,Women's Clothing,,,-1,-1,167 Bowery,Lower East Side,10002,10002,40.719794,-73.9938757,(212) 966-2238,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
first-among-equals-new-york,First Among Equals,Men's Clothing,Pricey,$$$,4,3,177 Orchard St,Lower East Side,10002,10002,40.721811100000004,-73.98858129999999,(212) 253-2202,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
salvor-projects-new-york-2,Salvor Projects,Accessories;Men's Clothing,,,-1,-1,172 Forsyth St,Lower East Side,10002,10002,40.721292,-73.991028,(917) 450-9706,https://s3-media2.fl.yelpcdn.com/bphoto/J2oBDaAEWzF4lFAWI8U47g/90s.jpg
strange-loop-gallery-manhattan,Strange Loop Gallery,Art Galleries;Venues & Event Spaces,Moderate,$$,1,1,27 Orchard St,Chinatown,10002,10002,40.715484000000004,-73.99177320000001,(347) 963-3881,https://s3-media1.fl.yelpcdn.com/bphoto/HRhNT1BA3OVb-hngDT7K6Q/ls.jpg
peggy-pardon-new-york,Peggy Pardon,Used;Vintage & Consignment,Moderate,$$,3,1,153 Ludlow St,Lower East Side,10002,10002,40.7209459,-73.9882182,(212) 529-3686,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png
against-nature-new-york,Against Nature,Men's Clothing,Pricey,$$$,3,5,159 Chrystie St,Lower East Side,10002,10002,40.720538399999995,-73.992897,(212) 228-4552,https://s3-media2.fl.yelpcdn.com/bphoto/FjUyrpsBDUxj2Q1z6TMfjQ/ls.jpg
still-life-new-york,Still Life,Men's Clothing;Accessories,,,-1,-1,77 Orchard St,Lower East Side,10002,10002,40.717679,-73.990613,(212) 575-9704,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png
studio-of-ptah-new-york,Studio of Ptah,Jewelry,,,5,1,55-59 Chrystie St,Chinatown,10002,10002,40.7165012,-73.9951042,(212) 343-9706,https://s3-media4.fl.yelpcdn.com/bphoto/gg1HX8ZOKLN-tLEt68jiNA/90s.jpg
new-bj-99-cent-corporation-new-york,New Bj 99 Cent Corporation,Discount Store,,,3,8,15 Pike St,Chinatown,10002,10002,40.7135781,-73.99232190000001,(212) 513-1081,https://s3-media2.fl.yelpcdn.com/bphoto/4ZC8kO5AL7aaPa97wsc5qw/90s.jpg
woodward-gallery-new-york,Woodward Gallery,Art Galleries;Art Museums,Ultra High-End,$$$$,5,5,132A Eldridge St,Lower East Side,10002,10002,40.7189134,-73.99149670000001,(212) 966-3411,https://s3-media4.fl.yelpcdn.com/bphoto/H3FbKqTs4kLi2vS8X28NyA/90s.jpg
global-international-mens-clothing-new-york,Global International Mens Clothing,Men's Clothing;Formal Wear;Hats,Moderate,$$,4,50,62 Orchard St,Lower East Side,10002,10002,40.7168221,-73.9906473,(212) 431-4530,https://s3-media4.fl.yelpcdn.com/bphoto/ykunnUBI9WDv9-WPW3P-sQ/90s.jpg
cha-chas-house-of-ill-repute-new-york,Cha Cha’s House of Ill Repute,Hats,,,5,1,28 Attorney St,Lower East Side,10002,10002,40.7160815,-73.9855041,(212) 420-7450,https://s3-media2.fl.yelpcdn.com/bphoto/et3gCcCgpSMXCN_vcBjn_Q/ls.jpg
the-artists-room-new-york,The Artist’s Room,Art Galleries,,,5,1,335 E Houston St,Lower East Side,10002,10002,40.720756200000004,-73.98240870000001,(212) 677-2204,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png
occulter-new-york,Occulter,Accessories,,,-1,-1,131 Essex,Lower East Side,10002,10002,40.7200391,-73.9876156,(917) 769-2220,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png
woodshoppe-new-york,Woodshoppe,Men's Clothing,Inexpensive,$,-1,-1,147 Orchard St,Lower East Side,10002,10002,40.7205761,-73.98920109999999,(646) 918-7148,https://s3-media1.fl.yelpcdn.com/bphoto/ndJjmoPwd1QpsHiy0nxVNg/ls.jpg
freight-volume-new-york,Freight + Volume,Art Galleries,,,5,1,97 Allen St,Lower East Side,10002,10002,40.718799716788396,-73.99089025618741,(212) 691-7700,https://s3-media1.fl.yelpcdn.com/bphoto/GHjQdB7OlqDPgYVXAbhNhw/ls.jpg
giselle-sportswear-inc-new-york,Giselle Sportswear Inc,Women's Clothing,,,-1,-1,143 Orchard St,Lower East Side,10002,10002,40.7202561,-73.9893864,(212) 673-1900,https://s3-media1.fl.yelpcdn.com/bphoto/CuVZb5rrbFdY4Zke8UFDqg/ls.jpg
kiddie-gummers-new-york,Kiddie Gummers,Shoe Stores,,,-1,-1,107 Clinton St,Lower East Side,10002,10002,40.7181341,-73.98573470000001,(212) 253-1488,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png
matinee-new-york-manhattan,Matinee - New York,Used;Vintage & Consignment,,,-1,-1,123 Allen St,Lower East Side,10002,10002,40.71985,-73.99041779999999,(917) 837-3645,https://s3-media1.fl.yelpcdn.com/bphoto/gUtgOTXCvOKMCOBHmbzXIQ/ls.jpg
tom-scott-new-york,Tom Scott,Women's Clothing,,,-1,-1,55 Clinton St,Lower East Side,10002,10002,40.7196631,-73.98495030000001,(212) 260-7591,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png
diamond-sample-new-york,Diamond Sample,Department Stores,,,-1,-1,62 Allen St,Lower East Side,10002,10002,40.716972399999996,-73.99119870000001,(212) 625-8870,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png
cellini-uomo-new-york,Cellini Uomo,Shoe Stores;Leather Goods,,,1,1,133 Orchard St,Lower East Side,10002,10002,40.719825,-73.9896179,(212) 219-8657,https://s3-media3.fl.yelpcdn.com/bphoto/1Qr4rJlbZNj5Yj7dXiMnoQ/ls.jpg
emerald-rose-boutique-new-york,Emerald Rose Boutique,Fashion,,,-1,-1,231 Eldridge St,Lower East Side,10002,10002,40.722402,-73.9899587,(212) 505-7673,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png
w-t-fashions-new-york,W T Fashions,Women's Clothing,,,-1,-1,88 Eldridge St Frnt,Lower East Side,10002,10002,40.717209999999994,-73.992177,(212) 625-0113,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png
difiore-new-york-llc-silk-scarves-new-york-2,DiFiore New York  LLC Silk Scarves,Accessories;Women's Clothing,,,-1,-1,455 Fdr Dr,Lower East Side,10002,10002,40.712897600000005,-73.9781941,(917) 345-3379,https://s3-media1.fl.yelpcdn.com/bphoto/M2uSyx7MUii6eivT8U31vQ/ls.jpg
proto-jewelers-new-york,Proto Jewelers,Jewelry,,,-1,-1,105 Canal St,Chinatown,10002,10002,40.7157276,-73.9940495,(212) 226-8030,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png
r-and-z-fashion-new-york,R & Z Fashion,Women's Clothing,,,-1,-1,141 Orchard St,Lower East Side,10002,10002,40.720081,-73.989486,(212) 460-8023,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png
waffin-consignment-store-new-york,Waffin Consignment Store,Used;Vintage & Consignment,,,3,1,25 Orchard St,Chinatown,10002,10002,40.7155666,-73.9918668,(646) 861-1873,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png
invisible-exports-new-york,Invisible Exports,Art Galleries,,,3,1,89 Eldridge St,Lower East Side,10002,10002,40.71750170000001,-73.99243790000001,(212) 226-5447,https://s3-media2.fl.yelpcdn.com/bphoto/ynBCPrOh2uyK5LBuWSQ7OA/ls.jpg
emily-sundblad-galleries-new-york,Emily Sundblad Galleries,Art Galleries,Ultra High-End,$$$$,5,1,165 E Broadway,Lower East Side,10002,10002,40.71383170000001,-73.989964,(212) 477-5006,https://s3-media3.fl.yelpcdn.com/bphoto/itXmECcqsQGClC-cgZDpIQ/90s.jpg
dolce-vita-new-york-2,Dolce Vita,Fashion,,,-1,-1,156 Ludlow St,Lower East Side,10002,10002,40.720972499999995,-73.9876401,(212) 253-5935,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
rainbow-shop-new-york,Rainbow Shop,Accessories;Women's Clothing;Children's Clothing,Inexpensive,$,1,3,110 Delancy St,Lower East Side,10002,10002,40.7189604,-73.9883548,(212) 254-7058,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
weisberg-hebrew-religious-articles-new-york,Weisberg Hebrew Religious Articles,Antiques;Religious Organizations,,,-1,-1,45 Essex St,Lower East Side,10002,10002,40.7164158,-73.9895441,(212) 674-1770,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
eldorado-trading-new-york,Eldorado Trading,Jewelry,,,-1,-1,91 Clinton St,Lower East Side,10002,10002,40.718688799999995,-73.98558100000001,(212) 673-2150,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
jing-fong-jewelry-new-york,Jing Fong Jewelry,Jewelry,,,-1,-1,75 E Broadway,Chinatown,10002,10002,40.713637,-73.99413270000001,(212) 608-0529,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
grand-sterling-silver-company-new-york,Grand Sterling Silver Company,Antiques,,,-1,-1,345 Grand St,Lower East Side,10002,10002,40.7166926,-73.98972909999999,(212) 674-6450,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
blacktree-new-york,Blacktree,Men's Clothing,,,-1,-1,39 Delancey St,Lower East Side,10002,10002,40.71941270000001,-73.9920247,(212) 966-6437,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
new-world-fashion-new-york,New World Fashion,Women's Clothing,,,-1,-1,132 Orchard St,Lower East Side,10002,10002,40.719704,-73.9891782,(212) 674-6050,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
san-juan-jewelers-new-york,San Juan Jewelers,Jewelry,,,-1,-1,132 Delancey St,Lower East Side,10002,10002,40.718522799999995,-73.9871571,(800) 954-1819,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
charlie-becker-new-york,Charlie Becker,Art Galleries,,,5,1,,,10002,10002,40.7135097,-73.98594140000002,,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
joyeria-el-caribe-new-york,Joyeria El Caribe,Jewelry,,,-1,-1,76 Clinton St,Lower East Side,10002,10002,40.718908899999995,-73.9850001,(212) 254-4411,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
archipelago-designs-new-york-2,Archipelago Designs,Home Decor,,,-1,-1,Lower East Side,(212) 334-9460,10002,10002,40.7135097,-73.98594140000002,,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png
new-maple-fashion-new-york,New Maple Fashion,Accessories,Ultra High-End,$$$$,1,1,Chinatown,78 Canal St,10002,10002,40.7150877165072,-73.9931137114763,,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png
solid-gold-new-york,Solid Gold,Jewelry,,,-1,-1,132 Delancey St,Lower East Side,10002,10002,40.718522799999995,-73.9871571,(212) 475-1120,https://s3-media3.fl.yelpcdn.com/bphoto/GuU8vl4NnUsrYimK9FnBmw/90s.jpg
bunnie-towne-new-york,Bunnie Towne,Children's Clothing,,,-1,-1,100 Delancey St,Lower East Side,10002,10002,40.7190917,-73.9887069,(212) 529-0398,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
j-and-j-toys-manhattan,J and J Toys,Toy Stores;Cards & Stationery,,,1,1,15 Bowery,Chinatown,10002,10002,40.7146495,-73.9967971,(212) 219-2822,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
p-and-s-new-fashion-new-york,P & S New Fashion,Women's Clothing,,,-1,-1,34 Orchard St,Chinatown,10002,10002,40.7157389,-73.99128449999999,(212) 219-3635,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
dolce-vita-footwear-new-york,Dolce Vita Footwear,Shoe Stores,Moderate,$$,3,1,156 Ludlow St,Lower East Side,10002,10002,40.720972499999995,-73.9876401,(212) 529-3167,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
world-nyc-new-york,World NYC,Men's Clothing,,,-1,-1,187 Chrystie St,Lower East Side,10002,10002,40.7218009,-73.9922542,(212) 677-4296,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png
medilane-pharmacy-new-york,Medilane Pharmacy,Drugstores,,,5,1,204 Clinton St,Lower East Side,10002,10002,40.713753100000005,-73.98697170000001,(212) 571-2888,https://s3-media1.fl.yelpcdn.com/bphoto/XiSmk4UhO-U7Pd9WM0PUww/ls.jpg
henro-new-york,Henro,Antiques,,,-1,-1,105 Rivington St,Lower East Side,10002,10002,40.7198019,-73.98809920000001,(212) 343-8074,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png
medi-express-pharmacy-new-york,Medi Express Pharmacy,Drugstores,,,5,2,78 Clinton St,Lower East Side,10002,10002,40.718771999999994,-73.98504609999999,(212) 388-9886,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png
el-socio-jewelry-new-york,El Socio Jewelry,Jewelry,,,-1,-1,69 Clinton St,Lower East Side,10002,10002,40.719355900000004,-73.98509200000001,(212) 982-7027,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png
spring-and-clifton-new-york-city,Spring and Clifton,Fashion,,,-1,-1,57 Clinton St,Lower East Side,10002,10002,40.719667799999996,-73.9849818,(212) 228-3634,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
bespoke-styling-knickerbocker,Bespoke Styling,Fashion,,,-1,-1,188 Ludlow St,Lower East Side,10002,10002,40.72213,-73.98713000000001,(917) 361-8326,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
apollo-braun-clothing-new-york,Apollo Braun Clothing,Women's Clothing,Pricey,$$$,2,3,193 Orchard St,Lower East Side,10002,10002,40.7223024,-73.9882322,(212) 420-9920,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png
a-and-n-headwear-new-york,A & N Headwear,Hats,Moderate,$$,4,2,145 Orchard St,Lower East Side,10002,10002,40.7205211,-73.98920490000002,(212) 260-2233,https://s3-media1.fl.yelpcdn.com/bphoto/-a6ULhvNq_DcsCyDzxySVA/90s.jpg
spiritual-america-new-york,Spiritual America,Fashion,Pricey,$$$,3,3,5 Rivington St,Lower East Side,10002,10002,40.721256,-73.9929593,(212) 960-8564,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
design-x-space-new-york,Design x Space,Home Staging;Interior Design;Home Decor,,,-1,-1,119 Ludlow St,Lower East Side,10002,10002,40.7196855,-73.98880229999999,(917) 336-3060,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
shin-gallery-new-york,Shin Gallery,Art Galleries,,,5,1,322 Grand St,Lower East Side,10002,10002,40.717314,-73.9905684,(212) 375-1735,https://s3-media2.fl.yelpcdn.com/bphoto/knme-DIl4b3WEHuz2sdoIg/90s.jpg
perrotin-new-york,Perrotin,Art Galleries,Ultra High-End,$$$$,4,15,130 Orchard St,Lower East Side,10002,10002,40.7195864,-73.9892543,(212) 812-2902,https://s3-media3.fl.yelpcdn.com/bphoto/-_JI7mtCdmW5SV_7l_v4Aw/ls.jpg
bario-neal-new-york,Bario Neal,Bridal;Jewelry,,,4,10,195 Chrystie St,Lower East Side,10002,10002,40.722190600000005,-73.99241490000001,(212) 387-7757,https://s3-media1.fl.yelpcdn.com/bphoto/XL77_9vEmSCEqO4YRemYqA/ls.jpg
spoke-art-new-york-2,Spoke Art,Art Galleries,Moderate,$$,4,5,210 Rivington St,Lower East Side,10002,10002,40.718469899999995,-73.9826586,(212) 477-4759,https://s3-media4.fl.yelpcdn.com/bphoto/b-LV7ui-MAwfAJDzsIPzZA/ls.jpg
ra-ma-yoga-institute-new-york,RA MA Yoga Institute,Yoga;Meditation Centers;Spiritual Shop,,,4,2,125 Stanton St,Lower East Side,10002,10002,40.7207555,-73.9867907,(917) 261-6228,https://s3-media3.fl.yelpcdn.com/bphoto/u58ueG1-jF4FXKkwv_wwMw/ls.jpg
ethik-clothing-co-new-york,Ethik Clothing Co,Men's Clothing;Accessories,Moderate,$$,3,6,147 Orchard St,Nolita,10002,10002,40.7229860499877,-73.9958243352192,(646) 370-4910,https://s3-media3.fl.yelpcdn.com/bphoto/L-2RTfMxkobdYQbAgShPKA/ls.jpg
mascheto-new-york-2,Mascheto,Shoe Stores,,,-1,-1,88 Delancey St,Lower East Side,10002,10002,40.719266600000005,-73.9893618,(212) 388-1095,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png
mantwel-new-york,Mantwel,Shoe Stores,,,-1,-1,118 Orchard St,Lower East Side,10002,10002,40.7193331,-73.9894629,(212) 505-9664,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png
con-artist-collective-manhattan-2,Con Artist Collective,Social Clubs;Art Galleries;Shared Office Spaces,Moderate,$$,5,9,119 Ludlow St,Lower East Side,10002,10002,40.719690500000006,-73.9888109,(646) 504-2323,https://s3-media2.fl.yelpcdn.com/bphoto/1nhZsZKM2LVZ2NXOCVsfYg/90s.jpg
arivel-fashions-new-york,Arivel Fashions,Fashion,,,3,2,150 Orchard St Frnt,Lower East Side,10002,10002,40.720636400000004,-73.98867309999999,(212) 673-8992,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
natural-comfort-dr-new-york,Natural Comfort Dr,Shoe Stores,,,-1,-1,132 Ludlow St,Lower East Side,10002,10002,40.720223299999994,-73.98810809999999,(212) 387-7924,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
56-henry-new-york,56 Henry,Art Galleries,,,5,2,56 Henry St,Two Bridges,10002,10002,40.71279439999999,-73.9951925,(518) 966-2622,https://s3-media1.fl.yelpcdn.com/bphoto/J4vUpDvBxmV5Whgfev8vmQ/90s.jpg
design-works-new-york-3,Design Works,Jewelry,,,-1,-1,96 Orchard St,Lower East Side,10002,10002,40.7184435,-73.9898209,(212) 387-0824,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
design-works-new-york-2,Design Works,Jewelry,,,-1,-1,96 Orchard St Lowr A,Lower East Side,10002,10002,40.7184435,-73.9898209,(212) 387-0824,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
allustra-new-york,Allustra,Jewelry,,,-1,-1,100 Orchard St,Lower East Side,10002,10002,40.718591499999995,-73.989775,(212) 505-9868,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png
krause-gallery-new-york,Krause Gallery,Art Galleries,,,5,2,149 Orchard St,Lower East Side,10002,10002,40.7206564,-73.9890863,(212) 777-7799,https://s3-media2.fl.yelpcdn.com/bphoto/6QRuP5AeYg9jIORM-VH54g/ls.jpg
people-choice-pharmacy-new-york,People Choice Pharmacy,Drugstores,Moderate,$$,5,7,527 Grand St,Lower East Side,10002,10002,40.7143056,-73.9816026,(212) 388-0888,https://s3-media1.fl.yelpcdn.com/bphoto/W46Y66U8DX9aeIalEHiFtQ/ls.jpg
maine-rd-managment-new-york,Maine Rd Managment,Women's Clothing,,,-1,-1,195 Chrystie St,Lower East Side,10002,10002,40.722190600000005,-73.99241490000001,(212) 979-9004,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png
city-flavor-new-york,City Flavor,Shoe Stores,,,-1,-1,142 Orchard St,Lower East Side,10002,10002,40.7200771,-73.989087,(212) 477-1510,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
collette-blanchard-gallery-new-york,Collette Blanchard Gallery,Art Galleries,,,5,1,26 Clinton St,Lower East Side,10002,10002,40.7204578,-73.98417370000001,(646) 249-7720,https://s3-media3.fl.yelpcdn.com/bphoto/eflqw3l2_1xDLUhy5Nl40A/90s.jpg
shoes-galore-corporation-new-york,Shoes Galore Corporation,Shoe Stores;Employment Agencies,,,-1,-1,30 Canal St,Lower East Side,10002,10002,40.7143915,-73.9906245,(212) 226-3833,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png
cocofashion-new-york-4,Cocofashion,Women's Clothing;Accessories,,,-1,-1,141A Hester St,Lower East Side,10002,10002,40.7171501,-73.9947332,(917) 302-2207,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png
