title,categories,dollarPrice,rating,reviewCount,img,yelpPage,address,district,zipcode,phone
718 Lounge and Tapas Bar,Lounges,$,,,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/718-lounge-and-tapas-bar-bronx,400 E 180th St,East Tremont,10032,
Opera Company of Brooklyn,Performing Arts;Opera & Ballet;Music Venues,,5.0,1.0,https://s3-media1.fl.yelpcdn.com/bphoto/8n5XRyEGQNCCC8XrncTq2Q/ls.jpg,https://www.yelp.com/biz/opera-company-of-brooklyn-new-york-city,33 Indian Rd,Inwood,10032,(212) 567-3283
Equator Lounge,Nightlife,$$,2.0,1.0,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/equator-lounge-bronx,1401 Jerome Ave,High Bridge,10032,(718) 590-9084
Anchor Heights,Wine Bars;Italian,$$,4.0,139.0,https://s3-media1.fl.yelpcdn.com/bphoto/LGOTNyRvmHg0JTXPD55Pqw/ls.jpg,https://www.yelp.com/biz/anchor-heights-new-york,575 W 207th St,Inwood,10032,(646) 895-9686
Buddha Beer Bar,Beer Bar;American (Traditional),$$,3.0,227.0,https://s3-media2.fl.yelpcdn.com/bphoto/ioXBfM5Jx83efIgSRe5MUg/ls.jpg,https://www.yelp.com/biz/buddha-beer-bar-new-york,4476 Broadway,Washington Heights,10032,(646) 861-2595
Mina Restuarant And Bar,Bars,,2.0,2.0,https://s3-media3.fl.yelpcdn.com/bphoto/9f8JOOV6OkRRq2avrix28w/ls.jpg,https://www.yelp.com/biz/mina-restuarant-and-bar-new-york,3859 10th Ave,Inwood,10032,(646) 372-4818
Que Sabrosura! Restaurant & Bar,Latin American;Dominican;Hookah Bars,$$,3.0,15.0,https://s3-media1.fl.yelpcdn.com/bphoto/vMjOlHqlixs8yhJPrycFdA/ls.jpg,https://www.yelp.com/biz/que-sabrosura-restaurant-and-bar-bronx-4,48 E 183rd St,Fordham,10032,(718) 365-2200
Adinkra Bar & Restaurant,Caribbean;African;Bars,,,,https://s3-media1.fl.yelpcdn.com/bphoto/keGfDodctAB6pjr-nuj2tQ/ls.jpg,https://www.yelp.com/biz/adinkra-bar-and-restaurant-bronx,1141 Washington Ave,Morrisania,10032,(917) 595-6707
Inwood Local,Bars,$$,4.0,200.0,https://s3-media1.fl.yelpcdn.com/bphoto/4sFoQdU-AxNoFbttWEyMSg/ls.jpg,https://www.yelp.com/biz/inwood-local-new-york,4957 Broadway,Inwood,10032,(212) 544-8900
Joker Billiards,Pool Halls,$$,3.0,5.0,https://s3-media3.fl.yelpcdn.com/bphoto/7xlX6Bh0Z5wfWGGl7nj5rA/ls.jpg,https://www.yelp.com/biz/joker-billiards-palisades-park,500 10th St,,10032,(201) 461-6009
El Porton,Mexican;Bars,$$,4.0,22.0,https://s3-media2.fl.yelpcdn.com/bphoto/mWzE55WCX02IxHjatu_Cwg/ls.jpg,https://www.yelp.com/biz/el-porton-bronx,576 Southern Blvd,Longwood,10032,(718) 450-3399
The Bronx Brewery,Breweries;Venues & Event Spaces;Beer Bar,$,4.0,97.0,https://s3-media4.fl.yelpcdn.com/bphoto/03rZqHRoyWJnj2hjNRVLbA/ls.jpg,https://www.yelp.com/biz/the-bronx-brewery-bronx,856 E 136th St,Port Morris,10032,(718) 402-1001
Mimosa Cafe,Hookah Bars;Latin American,$$,2.0,24.0,https://s3-media4.fl.yelpcdn.com/bphoto/OS2JrVnJfFq1ftDHnFABxw/ls.jpg,https://www.yelp.com/biz/mimosa-cafe-new-york,263 Sherman Ave,Inwood,10032,(212) 544-0046
Paradise Theater,Music Venues,$,3.0,12.0,https://s3-media4.fl.yelpcdn.com/bphoto/xXIjCYDQ-rvHFb5yj8W_0Q/ls.jpg,https://www.yelp.com/biz/paradise-theater-bronx,2403 Grand Concourse,Fordham,10032,
Prospect Billiards,Hookah Bars;Pool Halls,,5.0,1.0,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/prospect-billiards-bronx,671 Prospect Ave,Longwood,10032,
D’Blass Lounge,Bars,,,,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/d-blass-lounge-bronx,1350 Edward L Grant Hwy,Mount Eden,10032,
Liffy II Bar,Bars,$,3.0,15.0,https://s3-media3.fl.yelpcdn.com/bphoto/vs0UPwtmeoHbxULx1HSSJA/ls.jpg,https://www.yelp.com/biz/liffy-ii-bar-new-york,5009 Broadway,Inwood,10032,(212) 544-7669
Tannat Wine & Cheese,Wine Bars;Tapas/Small Plates,$$,4.0,33.0,https://s3-media3.fl.yelpcdn.com/bphoto/p05AegmKalPhrba3YomZNg/ls.jpg,https://www.yelp.com/biz/tannat-wine-and-cheese-new-york,4736 Broadway,Washington Heights,10032,(212) 807-0672
Neon Lounge,Bars,,,,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/neon-lounge-bronx,1712 Dr Martin L King Jr Blvd,Morris Heights,10032,(347) 862-7383
27 Sport Bar & Cafe,Sports Bars,,2.0,4.0,https://s3-media3.fl.yelpcdn.com/bphoto/QeVFGAcu7GTaMZrV0NOvwQ/ls.jpg,https://www.yelp.com/biz/27-sport-bar-and-cafe-bronx,2 W Mount Eden Ave,Mount Eden,10032,(718) 731-3585
New York Wing Factory,Sports Bars;Gastropubs;American (New),$$,3.0,435.0,https://s3-media2.fl.yelpcdn.com/bphoto/DLZ10DQIJeD9bDlQk0oXaw/ls.jpg,https://www.yelp.com/biz/new-york-wing-factory-fort-lee,1642 Schlosser St,,10032,(201) 482-8456
Porto Salvo,Italian;Wine Bars,$$,4.0,96.0,https://s3-media1.fl.yelpcdn.com/bphoto/6ezKFMz4Feds40eHRxeCDw/ls.jpg,https://www.yelp.com/biz/porto-salvo-bronx,424 E 161st St,Melrose,10032,(929) 376-7866
Noche De Rumba Bar,Nightlife,,,,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/noche-de-rumba-bar-bronx,221 Bruckner Blvd,Mott Haven,10032,(718) 402-3191
El Lider Bar & Restaurant,Nightlife,,3.0,2.0,https://s3-media1.fl.yelpcdn.com/bphoto/cXKLeRLH2-2OuYINJDLwkw/ls.jpg,https://www.yelp.com/biz/el-lider-bar-and-restaurant-bronx,4535 Park Ave,Belmont,10032,(718) 220-2923
Seawalk Restaurant,Seafood;Bars;Breakfast & Brunch,$$$,4.0,94.0,https://s3-media2.fl.yelpcdn.com/bphoto/MGERcWWmCoIly8Qu6EtT_A/ls.jpg,https://www.yelp.com/biz/seawalk-restaurant-new-york,261 Dyckman St,Inwood,10032,(212) 568-9014
Nuestro Bar,Nightlife,,,,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/nuestro-bar-bronx-2,8 E Mount Eden Ave,Mount Eden,10032,(646) 314-0800
Tryon Public House,American (Traditional);Gastropubs;Bars,$$,4.0,336.0,https://s3-media2.fl.yelpcdn.com/bphoto/2GqRk-mU6QV0qyzF3UrVrg/ls.jpg,https://www.yelp.com/biz/tryon-public-house-new-york,4740 Broadway,Washington Heights,10032,(646) 918-7129
The Dinner Detective,Performing Arts;Dinner Theater;Comedy Clubs,,,,https://s3-media2.fl.yelpcdn.com/bphoto/HsE5LhnorpRNttmeBLHxsg/ls.jpg,https://www.yelp.com/biz/the-dinner-detective-fort-lee-2,2117 Route 4 Eastbound,,10032,(866) 496-0535
Tubby Hook Tavern,Pubs,$$,3.0,89.0,https://s3-media2.fl.yelpcdn.com/bphoto/ul_RL6AZNPRvrJTKh310UA/ls.jpg,https://www.yelp.com/biz/tubby-hook-tavern-new-york,4946 Broadway,Inwood,10032,(212) 569-7071
Sushi Mambo,Sushi Bars;Japanese;Bars,$$,3.0,234.0,https://s3-media3.fl.yelpcdn.com/bphoto/hLiPE2vG3btPFxopL4o95w/ls.jpg,https://www.yelp.com/biz/sushi-mambo-new-york-2,431 W 202nd St,Inwood,10032,(347) 513-3649
La Casa Del Mofongo,Italian;Tapas/Small Plates;Hookah Bars,,2.0,45.0,https://s3-media3.fl.yelpcdn.com/bphoto/b1o9sM24Dczyn2eQ8GWe4g/ls.jpg,https://www.yelp.com/biz/la-casa-del-mofongo-new-york-5,546 W 207th St,Inwood,10032,(212) 544-8888
Crystal Lounge,Nightlife,$$$,3.0,2.0,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/crystal-lounge-bronx,1035 Prospect Ave,Morrisania,10032,(718) 378-9229
Beans and Vines,American (New);Sandwiches;Cocktail Bars,$$,4.0,364.0,https://s3-media2.fl.yelpcdn.com/bphoto/BYtdfaV3t7CJ-JP39F26mA/ls.jpg,https://www.yelp.com/biz/beans-and-vines-inwood,4799 Broadway,Inwood,10032,(646) 817-8371
Mama Sushi,Sushi Bars;Japanese;Cocktail Bars,$$,3.0,616.0,https://s3-media1.fl.yelpcdn.com/bphoto/RbIasy0vumcZ3f5Wyvnx3Q/ls.jpg,https://www.yelp.com/biz/mama-sushi-new-york,237 Dyckman St,Inwood,10032,(212) 544-0003
Tabu Cafe and Wine,Wine Bars,$$,3.0,28.0,https://s3-media2.fl.yelpcdn.com/bphoto/GUw1uru2jXo8LwGjATbB3w/ls.jpg,https://www.yelp.com/biz/tabu-cafe-and-wine-new-york,227 Dyckman St,Inwood,10032,(212) 304-0144
Bocaditos Bistro,Breakfast & Brunch;Tapas/Small Plates;Wine Bars,$$,4.0,231.0,https://s3-media1.fl.yelpcdn.com/bphoto/fA43qNpbSLQNCFmzsqBuBg/ls.jpg,https://www.yelp.com/biz/bocaditos-bistro-new-york,4863 Broadway,Inwood,10032,(646) 649-4212
Fort Lee Athletic Club,Nightlife;Gyms,,,,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/fort-lee-athletic-club-fort-lee,2029 Lemoine Ave,,10032,(201) 944-2594
Franco’s Metro Restaurant  Bar & Pizza,Italian;Pizza;Bars,$$,4.0,175.0,https://s3-media3.fl.yelpcdn.com/bphoto/WA7-uky_vwZkZd6rFjwEtw/ls.jpg,https://www.yelp.com/biz/francos-metro-restaurant-bar-and-pizza-fort-lee,1475 Bergen Blvd,,10032,(201) 461-6651
Taboga,Barbers;Pool Halls;Spanish,$$,2.0,15.0,https://s3-media4.fl.yelpcdn.com/bphoto/oCm4qeqmh6G8ICxtN0SFRw/ls.jpg,https://www.yelp.com/biz/taboga-new-york-2,421 W 202nd St,Inwood,10032,(212) 304-0018
Tette Club,Dance Clubs;Venues & Event Spaces;Music Venues,$$$,1.0,8.0,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/tette-club-new-york,154 Post Ave,Inwood,10032,(212) 567-2131
O Lounge,Nightlife,,,,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/o-lounge-bronx,1534 Dr Martin L King Jr Blvd,Morris Heights,10032,(646) 404-5515
Los Amigo Billiard,Pool Halls,,2.0,2.0,https://s3-media1.fl.yelpcdn.com/bphoto/fhdE0rzieQSkFQEgGgTa4g/ls.jpg,https://www.yelp.com/biz/los-amigo-billiard-bronx,857 E 149th St,Longwood,10032,(646) 670-4616
Cavala Cafe,Latin American;Mediterranean;Cocktail Bars,$$,2.0,46.0,https://s3-media3.fl.yelpcdn.com/bphoto/liibP4F0YyV5BKgesZtvug/ls.jpg,https://www.yelp.com/biz/cavala-cafe-new-york,5035 Broadway,Inwood,10032,(212) 567-6640
R M Lounge,Lounges,,,,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/r-m-lounge-bronx,658 Dawson St,Longwood,10032,(646) 400-3475
Doctor Lounge,Nightlife,,,,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/doctor-lounge-new-york,4460 Broadway,Washington Heights,10032,(646) 649-2920
4446 Broadway Restaurant Inc Seria 56,Nightlife,,,,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/4446-broadway-restaurant-inc-seria-56-new-york,4448 Broadway,Washington Heights,10032,(212) 304-4394
Pat’e Palo Bar & Grill,Bars;American (Traditional),$$,4.0,67.0,https://s3-media1.fl.yelpcdn.com/bphoto/DLu2upFQ2xAjRK-YpDDQvg/ls.jpg,https://www.yelp.com/biz/pate-palo-bar-and-grill-new-york,251 Dyckman St,Inwood,10032,(646) 918-6242
Locksmith Bar,Wine Bars;Burgers,$$,4.0,295.0,https://s3-media2.fl.yelpcdn.com/bphoto/8I7Ix3V2oV0na8ATW4oKyg/ls.jpg,https://www.yelp.com/biz/locksmith-bar-new-york,4463 Broadway,Washington Heights,10032,(212) 304-9463
Harmoni Bar & Grill,Bars;Barbeque,$,2.0,8.0,https://s3-media2.fl.yelpcdn.com/bphoto/AZrrj8kysM0MzFdT1mr-zA/ls.jpg,https://www.yelp.com/biz/harmoni-bar-and-grill-new-york,151 Nagle Ave,Washington Heights,10032,(646) 895-9888
Big Punisher,Music Venues,,,,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/big-punisher-bronx,South Bronx,Morrisania,10032,
Maximus Sport Lounge,Bars,,,,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/maximus-sport-lounge-bronx,2024 Webster Ave,East Tremont,10032,(347) 590-2719
New Leaf Restaurant,Bars;American (New);Venues & Event Spaces,$$$,3.0,471.0,https://s3-media4.fl.yelpcdn.com/bphoto/hyTXZGJ7v4ijDHmK0iFN4w/ls.jpg,https://www.yelp.com/biz/new-leaf-restaurant-new-york-2,Located in Fort Tryon Park,Washington Heights,10032,(212) 568-5323
Exito Bar & Lounge,Bars;Latin American,,,,https://s3-media3.fl.yelpcdn.com/bphoto/2RdC90LQ0Obm3OSE_CLFkw/ls.jpg,https://www.yelp.com/biz/exito-bar-and-lounge-bronx,960 E 165th St,Morrisania,10032,(718) 328-5682
The Bronx Public,Sports Bars;American (Traditional),$$,4.0,250.0,https://s3-media3.fl.yelpcdn.com/bphoto/knrvL2au8_nZ_D73xB_iyw/ls.jpg,https://www.yelp.com/biz/the-bronx-public-bronx,170 W 231st St,Kingsbridge,10032,(347) 773-5186
Caney Restaurant,Bars,,,,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/caney-restaurant-new-york,336 East 188th St,Fordham,10032,(718) 562-2205
Tahbu,Bars,,,,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/tahbu-bronx,2297 Cedar Ave,,10032,(718) 364-1471
Cocina Taller,Mediterranean;Champagne Bars,$$,3.0,62.0,https://s3-media1.fl.yelpcdn.com/bphoto/BgyArNbqPjg8e3mT2rOSzA/ls.jpg,https://www.yelp.com/biz/cocina-taller-manhattan,416 B W 203rd St,Inwood,10032,(212) 304-0860
Rincon Latino Night Club,Nightlife,,,,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/rincon-latino-night-club-bronx,1005 Intervale Ave,Morrisania,10032,(718) 991-6644
Mi Tierra Sports Bar Incorporated,Bars,,,,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/mi-tierra-sports-bar-incorporated-bronx,217 E Tremont Ave,Mount Hope,10032,(718) 618-0113
S Andj Bar Incorporated,Nightlife,,,,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/s-andj-bar-incorporated-bronx,950 Prospect Ave,Morrisania,10032,(718) 328-4464
Momumento Sports Bar,Sports Bars,,,,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/momumento-sports-bar-bronx,1900 Jerome Ave,Mount Hope,10032,
The Park View,American (New);American (Traditional);Wine Bars,$$,3.0,308.0,https://s3-media4.fl.yelpcdn.com/bphoto/6q2zTjvvNUX-KUuPrBKf0Q/ls.jpg,https://www.yelp.com/biz/the-park-view-new-york,219 Dyckman St,Inwood,10032,(212) 544-9024
Applebee’s Grill + Bar,American (Traditional);Sports Bars;Burgers,$$,2.0,135.0,https://s3-media1.fl.yelpcdn.com/bphoto/IDIGKXRHCcVQbgJkeyJ-JQ/ls.jpg,https://www.yelp.com/biz/applebees-grill-bar-bronx-3,76 W 225th St,Marble Hill,10032,(718) 367-4025
Indian Road Cafe,Coffee & Tea;American (New);Bars,$$,4.0,560.0,https://s3-media1.fl.yelpcdn.com/bphoto/RsVWmMak2WZ-kBjN0GfHDw/ls.jpg,https://www.yelp.com/biz/indian-road-cafe-new-york,600 W 218th St,Inwood,10032,(212) 942-7451
Strangelove,Dive Bars;Bar Crawl,,4.0,11.0,https://s3-media3.fl.yelpcdn.com/bphoto/z087UWJ0XbnxcQL0ex-CNQ/ls.jpg,https://www.yelp.com/biz/strangelove-new-york,229 E 53rd St,Midtown East,10016,
Bubo,Tapas/Small Plates;Cocktail Bars;Breakfast & Brunch,$$$,4.0,136.0,https://s3-media3.fl.yelpcdn.com/bphoto/1BNfN7YNFbagCGQZt9-JRQ/ls.jpg,https://www.yelp.com/biz/bubo-new-york,515 3rd Ave,Murray Hill,10016,(212) 532-3300
Albion,Sports Bars;Pubs;Beer Bar,$$,4.0,97.0,https://s3-media1.fl.yelpcdn.com/bphoto/yTlOZDC9rBjw2pby_wA_Lg/ls.jpg,https://www.yelp.com/biz/albion-new-york-2,575 2nd Ave,Kips Bay,10016,(212) 679-6716
Sutton Bar Room,Bars,$$,4.0,40.0,https://s3-media4.fl.yelpcdn.com/bphoto/0yPn4hnPSDNU3dFT-9WqmQ/ls.jpg,https://www.yelp.com/biz/sutton-bar-room-new-york,1074 1st Avenue,Midtown East,10016,(212) 980-9850
Al Pastor @ Pod 39,Lounges,,3.0,1.0,https://s3-media2.fl.yelpcdn.com/bphoto/fbGGPO_4l-9cxeIALyWF3Q/ls.jpg,https://www.yelp.com/biz/al-pastor-pod-39-new-york,145 E 39th St,Murray Hill,10016,(212) 865-5800
Blade Lounge East,Lounges;Private Jet Charter,$$$,2.0,10.0,https://s3-media3.fl.yelpcdn.com/bphoto/KpZ_y5gkINPiNprebJ6Czw/ls.jpg,https://www.yelp.com/biz/blade-lounge-east-new-york,499 E 34th St,Kips Bay,10016,(844) 359-2523
City Beer,Beer Bar,$$,4.0,21.0,https://s3-media4.fl.yelpcdn.com/bphoto/Qnf6Ni6iYDfQ9NnuLXTpTQ/ls.jpg,https://www.yelp.com/biz/city-beer-new-york-2,200 E 39th St,Murray Hill,10016,(212) 534-2337
The Junction,Sports Bars;Burgers;Cocktail Bars,$$,4.0,153.0,https://s3-media3.fl.yelpcdn.com/bphoto/qdQ8A1su4P0wJzaqwMZl-w/ls.jpg,https://www.yelp.com/biz/the-junction-new-york,329 Lexington Ave,Murray Hill,10016,(212) 682-7700
Armenian Hall,Party & Event Planning;Music Venues,$$,4.0,3.0,https://s3-media4.fl.yelpcdn.com/bphoto/IZIO0dFpyN8gijVKadHTMg/ls.jpg,https://www.yelp.com/biz/armenian-hall-new-york-2,630 2nd Ave,Murray Hill,10016,
Peter Dillon’s,Irish Pub;Beer Bar,$,4.0,192.0,https://s3-media4.fl.yelpcdn.com/bphoto/Z_n0NX7ncxVi_hEBW_NqhQ/ls.jpg,https://www.yelp.com/biz/peter-dillons-new-york,130 E 40th St,Murray Hill,10016,(212) 213-3998
New York Comedy Club,Comedy Clubs,$$,4.0,187.0,https://s3-media2.fl.yelpcdn.com/bphoto/xH2LqwCE49E_FDQ9tmL7bQ/ls.jpg,https://www.yelp.com/biz/new-york-comedy-club-new-york-3,241 E 24th St,Kips Bay,10016,(212) 696-5233
Raise New York,Sports Bars;Breakfast & Brunch;Tapas/Small Plates,$$,4.0,72.0,https://s3-media1.fl.yelpcdn.com/bphoto/qsGQ5Su-hbUC1rU3ymrTYQ/ls.jpg,https://www.yelp.com/biz/raise-new-york-new-york,416 3rd Ave,Kips Bay,10016,(212) 481-1712
Amateur Comedy Club,Comedy Clubs,,5.0,1.0,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/amateur-comedy-club-new-york,150 E 36th St,Murray Hill,10016,(212) 685-1032
Wine:34,Wine Bars;American (New);Beer Bar,$$,4.0,62.0,https://s3-media4.fl.yelpcdn.com/bphoto/BnqxhnBt1Q9MIV9EpsU1lA/ls.jpg,https://www.yelp.com/biz/wine-34-new-york,127 E 34th St,Murray Hill,10016,(212) 213-1700
Hole in the Wall Cafe + Coffee Shop,Coffee & Tea;Cocktail Bars;Juice Bars & Smoothies,,,,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/hole-in-the-wall-cafe-coffee-shop-new-york,626 1st Ave,Murray Hill,10016,(646) 858-0401
Rooftop Lounge & Bar,Lounges;Cocktail Bars,,3.0,337.0,https://s3-media3.fl.yelpcdn.com/bphoto/N7lf91RQcXUr5nozZw1GGA/ls.jpg,https://www.yelp.com/biz/rooftop-lounge-and-bar-new-york,Located in Pod 39 Hotel,Murray Hill,10016,(212) 865-5700
Pearl’s,Caribbean;Cocktail Bars,$$,4.0,410.0,https://s3-media3.fl.yelpcdn.com/bphoto/R9QkPVAg04Oq5-4yhmidDA/ls.jpg,https://www.yelp.com/biz/pearls-brooklyn,178 N 8th St,Williamsburg - North Side,11216,(929) 276-3528
Greenpoint Tavern,Dive Bars,$,4.0,137.0,https://s3-media1.fl.yelpcdn.com/bphoto/Ujg6PsUX3NBUMu-MBd7_nw/ls.jpg,https://www.yelp.com/biz/greenpoint-tavern-brooklyn,188 Bedford Ave,Williamsburg - North Side,11216,(718) 384-9539
Brooklyn Steel,Music Venues,$$,3.0,148.0,https://s3-media3.fl.yelpcdn.com/bphoto/-nJz-NGXEKkLbbLgwiUTJA/ls.jpg,https://www.yelp.com/biz/brooklyn-steel-brooklyn,319 Frost St,East Williamsburg,11216,
The Abbey Bar,Dive Bars;Beer;Wine & Spirits,$,4.0,94.0,https://s3-media2.fl.yelpcdn.com/bphoto/YdGxShZxGxskVvRPnfpD9A/ls.jpg,https://www.yelp.com/biz/the-abbey-bar-brooklyn-2,536 Driggs Ave,Williamsburg - North Side,11216,(718) 599-4400
Four Five Six,Bars;Mediterranean,$$,4.0,38.0,https://s3-media3.fl.yelpcdn.com/bphoto/UWhneU_kUeq-t5jGWpChLQ/ls.jpg,https://www.yelp.com/biz/four-five-six-brooklyn,199 Richardson St,East Williamsburg,11216,(347) 916-0286
Kilo Bravo,Bars,$,4.0,28.0,https://s3-media3.fl.yelpcdn.com/bphoto/svhql2-oMTO3X9Ooj3t_bg/ls.jpg,https://www.yelp.com/biz/kilo-bravo-brooklyn,180 N 10th St,Williamsburg - North Side,11216,(347) 987-4379
George & Jacks Tap Room,Pubs,$,4.0,50.0,https://s3-media4.fl.yelpcdn.com/bphoto/h5X0GXpPz5e33gr0o4Fgng/ls.jpg,https://www.yelp.com/biz/george-and-jacks-tap-room-brooklyn,103 Berry St,Williamsburg - North Side,11216,(212) 555-1212
The Craic,Pubs,$$,4.0,88.0,https://s3-media4.fl.yelpcdn.com/bphoto/Gw35g-fCsIMz_IbNCfHKGw/ls.jpg,https://www.yelp.com/biz/the-craic-brooklyn,488 Driggs Ave,Williamsburg - North Side,11216,(347) 384-2772
The Live Oak,Sports Bars;Irish Pub,$$,4.0,28.0,https://s3-media3.fl.yelpcdn.com/bphoto/am2pCPvjObLPR1IujvulJg/ls.jpg,https://www.yelp.com/biz/the-live-oak-maspeth-2,5993 Fresh Pond Rd,Maspeth,11216,(718) 326-4920
Llama Inn,Peruvian;Bars,$$$,4.0,373.0,https://s3-media2.fl.yelpcdn.com/bphoto/JwJuw4J8gKxLFmMO54K2Sg/ls.jpg,https://www.yelp.com/biz/llama-inn-brooklyn,50 Withers St,Williamsburg - North Side,11216,(718) 387-3434
Studio BPM,Venues & Event Spaces;Music Venues,,3.0,1.0,https://s3-media1.fl.yelpcdn.com/bphoto/zYLNIxNGSoSd9Dymm40s-A/ls.jpg,https://www.yelp.com/biz/studio-bpm-brooklyn,237 Kent Ave,Williamsburg - North Side,11216,
Music Hall Of Williamsburg,Music Venues,$$,4.0,254.0,https://s3-media1.fl.yelpcdn.com/bphoto/2sjNl8NCudcNKhstN2astw/ls.jpg,https://www.yelp.com/biz/music-hall-of-williamsburg-brooklyn,66 N 6th St,Williamsburg - North Side,11216,
The Randolph,Burgers;Cocktail Bars;Cafes,$$,3.0,146.0,https://s3-media4.fl.yelpcdn.com/bphoto/diVvSggxtENVFAS7nDjOHA/ls.jpg,https://www.yelp.com/biz/the-randolph-new-york-2,349 Broome St,Little Italy,11216,(646) 383-3623
The Magician,Bars,$,3.0,163.0,https://s3-media2.fl.yelpcdn.com/bphoto/d7YwEHaSYuZKEBRWtVaL7Q/ls.jpg,https://www.yelp.com/biz/the-magician-new-york,118 Rivington St,Lower East Side,11216,(212) 673-7851
The Shanty,Bars,$$,4.0,134.0,https://s3-media3.fl.yelpcdn.com/bphoto/dPKisMmu0lFMAtnhYbtLGQ/ls.jpg,https://www.yelp.com/biz/the-shanty-brooklyn,79 Richardson St,Williamsburg - North Side,11216,(718) 412-0874
The Levee,American (Traditional);Bars,$,4.0,394.0,https://s3-media1.fl.yelpcdn.com/bphoto/TH6rzmvdp8W2FbBVcdnnoQ/ls.jpg,https://www.yelp.com/biz/the-levee-brooklyn,212 Berry St,Williamsburg - North Side,11216,(718) 218-8787
Zablozki’s,Pubs,$,4.0,139.0,https://s3-media2.fl.yelpcdn.com/bphoto/WfcJXpG7mfXamJODcypNcg/ls.jpg,https://www.yelp.com/biz/zablozkis-brooklyn-2,107 N 6th St,Williamsburg - North Side,11216,(718) 384-1903
Las Margaritas Sunset,Bars;New Mexican Cuisine,$$,4.0,27.0,https://s3-media2.fl.yelpcdn.com/bphoto/VmLmalJYNwKlTB3OUbgejA/ls.jpg,https://www.yelp.com/biz/las-margaritas-sunset-brooklyn,425 Graham Ave,Williamsburg - North Side,11216,(347) 889-7885
